spend_month,customer_id,country_code,legal_entity,customer_segment,total_spend,food_dining,retail_shopping,travel_transport,healthcare,entertainment,utilities,grocery,hotel,fuel,other_spend,transaction_count,avg_txn_amount,top_merchant,top_category,currency_code,created_at
2025-10,CUST_000113,SG,SG_BANK,mass,320.31,15.87,0.0,0.0,0.0,0.0,304.44,0.0,0.0,0.0,0.0,2,160.16,Singtel,utilities,SGD,2025-12-31 23:59:59
2025-11,CUST_000113,SG,SG_BANK,mass,621.59,77.2,519.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.57,3,207.2,Sephora Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-12,CUST_000113,SG,SG_BANK,mass,1673.28,0.0,496.85,557.23,402.86,153.74,0.0,0.0,0.0,62.6,0.0,5,334.66,Scoot,travel_transport,SGD,2025-12-31 23:59:59
2025-01,CUST_000114,SG,SG_BANK,affluent,7159.81,259.26,1210.77,2065.32,365.39,320.56,570.46,438.4,1483.05,431.94,14.66,37,193.51,Pan Pacific Hotel,travel_transport,SGD,2025-12-31 23:59:59
2025-02,CUST_000114,SG,SG_BANK,affluent,3531.57,181.94,649.54,503.35,535.53,301.62,0.0,273.52,809.44,249.56,27.07,20,176.58,Pan Pacific Hotel,hotel,SGD,2025-12-31 23:59:59
2025-03,CUST_000114,SG,SG_BANK,affluent,2405.42,58.15,1279.03,791.52,0.0,0.0,0.0,117.16,159.56,0.0,0.0,10,240.54,Charles & Keith,retail_shopping,SGD,2025-12-31 23:59:59
2025-04,CUST_000114,SG,SG_BANK,affluent,3402.47,123.89,518.81,675.62,549.75,163.66,259.45,675.05,337.32,0.0,98.92,16,212.65,Scoot,travel_transport,SGD,2025-12-31 23:59:59
2025-05,CUST_000114,SG,SG_BANK,affluent,4711.91,93.97,1412.38,1607.37,43.16,501.71,0.0,260.47,670.6,0.0,122.25,17,277.17,Scoot,travel_transport,SGD,2025-12-31 23:59:59
2025-06,CUST_000114,SG,SG_BANK,affluent,4310.83,293.24,1654.87,1526.58,0.0,83.2,327.62,320.78,0.0,0.0,104.54,22,195.95,Uniqlo Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-07,CUST_000114,SG,SG_BANK,affluent,3353.03,137.93,541.57,578.66,822.88,118.99,310.19,842.81,0.0,0.0,0.0,18,186.28,NTUC FairPrice,grocery,SGD,2025-12-31 23:59:59
2025-08,CUST_000114,SG,SG_BANK,affluent,3560.2,221.41,1209.14,1123.37,0.0,323.12,160.91,484.09,0.0,38.16,0.0,21,169.53,Singapore Airlines,retail_shopping,SGD,2025-12-31 23:59:59
2025-09,CUST_000114,SG,SG_BANK,affluent,2911.34,375.5,1234.97,35.97,0.0,0.0,782.51,288.62,0.0,131.49,62.28,21,138.64,Charles & Keith,retail_shopping,SGD,2025-12-31 23:59:59
2025-10,CUST_000114,SG,SG_BANK,affluent,4389.54,182.7,999.98,729.94,664.37,470.87,327.36,955.6,0.0,0.0,58.72,25,175.58,ZALORA Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-11,CUST_000114,SG,SG_BANK,affluent,3214.66,508.85,1173.97,17.9,0.0,154.71,345.76,766.56,0.0,0.0,246.91,25,128.59,Sephora Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-12,CUST_000114,SG,SG_BANK,affluent,2441.8,265.79,236.29,785.52,422.67,165.78,258.22,295.62,0.0,0.0,11.91,18,135.66,Scoot,travel_transport,SGD,2025-12-31 23:59:59
2025-01,CUST_000115,SG,SG_BANK,affluent,1761.8,0.0,668.65,0.0,0.0,178.71,300.6,504.37,0.0,109.47,0.0,9,195.76,Charles & Keith,retail_shopping,SGD,2025-12-31 23:59:59
2025-02,CUST_000115,SG,SG_BANK,affluent,3188.7,194.44,1030.62,957.79,437.28,312.88,0.0,214.86,0.0,0.0,40.83,15,212.58,INOX Leisure,retail_shopping,SGD,2025-12-31 23:59:59
2025-03,CUST_000115,SG,SG_BANK,affluent,3027.2,109.38,1666.41,0.0,491.06,0.0,0.0,0.0,541.15,107.48,111.72,12,252.27,Uniqlo Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-04,CUST_000115,SG,SG_BANK,affluent,2064.17,144.84,951.59,0.0,0.0,0.0,0.0,0.0,804.76,70.41,92.57,11,187.65,ZALORA Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-05,CUST_000115,SG,SG_BANK,affluent,1299.76,55.53,800.9,0.0,0.0,0.0,0.0,156.18,0.0,149.91,137.24,6,216.63,Charles & Keith,retail_shopping,SGD,2025-12-31 23:59:59
2025-06,CUST_000115,SG,SG_BANK,affluent,399.28,114.62,117.62,0.0,0.0,0.0,0.0,41.69,0.0,125.35,0.0,5,79.86,SPC Petrol,fuel,SGD,2025-12-31 23:59:59
2025-07,CUST_000115,SG,SG_BANK,affluent,1464.55,158.48,54.56,927.94,0.0,0.0,0.0,280.3,0.0,43.27,0.0,8,183.07,ComfortDelGro,travel_transport,SGD,2025-12-31 23:59:59
2025-08,CUST_000115,SG,SG_BANK,affluent,2031.64,53.39,265.39,568.34,335.97,0.0,633.33,0.0,0.0,54.52,120.7,10,203.16,ComfortDelGro,utilities,SGD,2025-12-31 23:59:59
2025-09,CUST_000115,SG,SG_BANK,affluent,2348.61,179.83,403.35,909.59,0.0,140.78,0.0,558.68,0.0,65.2,91.18,15,156.57,Singapore Airlines,travel_transport,SGD,2025-12-31 23:59:59
2025-10,CUST_000115,SG,SG_BANK,affluent,2781.65,49.28,1833.79,474.29,87.04,0.0,59.24,278.01,0.0,0.0,0.0,12,231.8,Charles & Keith,retail_shopping,SGD,2025-12-31 23:59:59
2025-11,CUST_000115,SG,SG_BANK,affluent,2100.89,146.21,227.67,518.01,335.63,101.69,211.0,0.0,479.45,81.23,0.0,14,150.06,Pan Pacific Hotel,travel_transport,SGD,2025-12-31 23:59:59
2025-12,CUST_000115,SG,SG_BANK,affluent,1872.36,78.91,276.59,557.5,0.0,0.0,541.63,298.28,0.0,119.45,0.0,13,144.03,ComfortDelGro,travel_transport,SGD,2025-12-31 23:59:59
2025-01,CUST_000116,SG,SG_BANK,mass,931.14,0.0,268.08,663.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,310.38,Scoot,travel_transport,SGD,2025-12-31 23:59:59
2025-02,CUST_000116,SG,SG_BANK,mass,798.28,0.0,721.68,0.0,0.0,0.0,0.0,76.6,0.0,0.0,0.0,5,159.66,Sephora Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-03,CUST_000116,SG,SG_BANK,mass,1747.9,0.0,391.19,345.25,0.0,209.42,159.96,184.24,457.84,0.0,0.0,7,249.7,Pan Pacific Hotel,hotel,SGD,2025-12-31 23:59:59
2025-04,CUST_000116,SG,SG_BANK,mass,548.09,59.12,148.8,103.44,0.0,0.0,0.0,169.3,0.0,67.43,0.0,5,109.62,Cold Storage,grocery,SGD,2025-12-31 23:59:59
2025-05,CUST_000116,SG,SG_BANK,mass,725.38,151.76,59.38,133.59,0.0,0.0,304.25,76.4,0.0,0.0,0.0,7,103.63,SP Group,utilities,SGD,2025-12-31 23:59:59
2025-06,CUST_000116,SG,SG_BANK,mass,377.23,0.0,0.0,0.0,377.23,0.0,0.0,0.0,0.0,0.0,0.0,1,377.23,Parkway Health,healthcare,SGD,2025-12-31 23:59:59
2025-07,CUST_000116,SG,SG_BANK,mass,297.22,28.23,0.0,0.0,0.0,0.0,0.0,268.99,0.0,0.0,0.0,3,99.07,Sheng Siong,grocery,SGD,2025-12-31 23:59:59
2025-08,CUST_000116,SG,SG_BANK,mass,346.99,38.61,0.0,0.0,0.0,0.0,308.38,0.0,0.0,0.0,0.0,3,115.66,SP Group,utilities,SGD,2025-12-31 23:59:59
2025-09,CUST_000116,SG,SG_BANK,mass,1165.17,254.08,347.16,301.18,0.0,63.04,0.0,199.71,0.0,0.0,0.0,9,129.46,Uniqlo Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-10,CUST_000116,SG,SG_BANK,mass,464.36,78.54,286.53,0.0,0.0,99.29,0.0,0.0,0.0,0.0,0.0,4,116.09,Uniqlo Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-11,CUST_000116,SG,SG_BANK,mass,1379.92,61.41,0.0,721.77,0.0,104.67,349.69,0.0,0.0,0.0,142.38,5,275.98,Grab Transport SG,travel_transport,SGD,2025-12-31 23:59:59
2025-12,CUST_000116,SG,SG_BANK,mass,905.8,53.77,0.0,0.0,559.05,0.0,292.98,0.0,0.0,0.0,0.0,5,181.16,Mount Elizabeth Hospital,healthcare,SGD,2025-12-31 23:59:59
2025-01,CUST_000117,SG,SG_BANK,mass,1983.87,0.0,554.88,1131.05,207.46,0.0,90.48,0.0,0.0,0.0,0.0,6,330.64,Grab Transport SG,travel_transport,SGD,2025-12-31 23:59:59
2025-02,CUST_000117,SG,SG_BANK,mass,80.61,80.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,26.87,McDonald's Singapore,food_dining,SGD,2025-12-31 23:59:59
2025-03,CUST_000117,SG,SG_BANK,mass,460.21,44.73,0.0,0.0,244.94,170.54,0.0,0.0,0.0,0.0,0.0,3,153.4,Mount Elizabeth Hospital,healthcare,SGD,2025-12-31 23:59:59
2025-04,CUST_000117,SG,SG_BANK,mass,1218.96,27.98,0.0,616.22,0.0,149.67,0.0,0.0,425.09,0.0,0.0,5,243.79,Scoot,travel_transport,SGD,2025-12-31 23:59:59
2025-05,CUST_000117,SG,SG_BANK,mass,2064.71,58.01,90.39,746.07,0.0,0.0,348.13,165.05,657.06,0.0,0.0,7,294.96,Grab Transport SG,travel_transport,SGD,2025-12-31 23:59:59
2025-06,CUST_000117,SG,SG_BANK,mass,803.33,100.58,0.0,677.63,0.0,0.0,0.0,0.0,0.0,0.0,25.12,6,133.89,Singapore Airlines,travel_transport,SGD,2025-12-31 23:59:59
2025-07,CUST_000117,SG,SG_BANK,mass,870.43,70.03,0.0,0.0,90.5,0.0,597.23,0.0,0.0,112.67,0.0,6,145.07,Haldiram's,utilities,SGD,2025-12-31 23:59:59
2025-08,CUST_000117,SG,SG_BANK,mass,196.15,196.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,49.04,BreadTalk,food_dining,SGD,2025-12-31 23:59:59
2025-09,CUST_000117,SG,SG_BANK,mass,1996.36,54.5,540.14,974.44,137.07,0.0,0.0,0.0,290.21,0.0,0.0,7,285.19,ComfortDelGro,travel_transport,SGD,2025-12-31 23:59:59
2025-10,CUST_000117,SG,SG_BANK,mass,929.34,0.0,287.92,0.0,0.0,136.11,290.85,214.46,0.0,0.0,0.0,4,232.34,SP Group,utilities,SGD,2025-12-31 23:59:59
2025-11,CUST_000117,SG,SG_BANK,mass,1526.47,81.5,381.56,954.53,0.0,0.0,0.0,72.14,0.0,0.0,36.74,7,218.07,Grab Transport SG,travel_transport,SGD,2025-12-31 23:59:59
2025-12,CUST_000117,SG,SG_BANK,mass,1503.37,77.83,912.22,408.31,0.0,0.0,105.01,0.0,0.0,0.0,0.0,5,300.67,Charles & Keith,retail_shopping,SGD,2025-12-31 23:59:59
2025-01,CUST_000118,SG,SG_BANK,mass,1202.88,29.21,1079.21,0.0,0.0,94.46,0.0,0.0,0.0,0.0,0.0,5,240.58,Sephora Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-02,CUST_000118,SG,SG_BANK,mass,184.46,184.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,61.49,TCC Coffee,food_dining,SGD,2025-12-31 23:59:59
2025-03,CUST_000118,SG,SG_BANK,mass,534.94,94.39,0.0,0.0,0.0,0.0,0.0,440.55,0.0,0.0,0.0,5,106.99,NTUC FairPrice,grocery,SGD,2025-12-31 23:59:59
2025-04,CUST_000118,SG,SG_BANK,mass,115.42,30.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.39,2,57.71,Mount Elizabeth Hospital,other,SGD,2025-12-31 23:59:59
2025-05,CUST_000118,SG,SG_BANK,mass,1076.59,20.07,281.14,775.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,358.86,ComfortDelGro,travel_transport,SGD,2025-12-31 23:59:59
2025-06,CUST_000118,SG,SG_BANK,mass,1997.42,0.0,752.9,763.64,0.0,279.35,0.0,0.0,0.0,115.37,86.16,7,285.35,Singapore Airlines,travel_transport,SGD,2025-12-31 23:59:59
2025-07,CUST_000118,SG,SG_BANK,mass,1477.41,73.88,804.58,551.07,0.0,0.0,0.0,0.0,0.0,0.0,47.88,5,295.48,Scoot,retail_shopping,SGD,2025-12-31 23:59:59
2025-08,CUST_000118,SG,SG_BANK,mass,1403.11,26.34,558.7,0.0,0.0,0.0,333.19,0.0,484.88,0.0,0.0,4,350.78,ZALORA Malaysia,retail_shopping,SGD,2025-12-31 23:59:59
2025-09,CUST_000118,SG,SG_BANK,mass,1643.79,78.27,1107.15,0.0,0.0,0.0,458.37,0.0,0.0,0.0,0.0,7,234.83,Uniqlo Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-10,CUST_000118,SG,SG_BANK,mass,211.92,25.1,186.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,105.96,Sephora Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-11,CUST_000118,SG,SG_BANK,mass,1110.54,148.01,0.0,791.9,0.0,0.0,170.63,0.0,0.0,0.0,0.0,6,185.09,Grab Transport SG,travel_transport,SGD,2025-12-31 23:59:59
2025-12,CUST_000118,SG,SG_BANK,mass,1432.37,28.1,586.12,0.0,416.93,0.0,250.19,151.03,0.0,0.0,0.0,5,286.47,Charles & Keith,retail_shopping,SGD,2025-12-31 23:59:59
2025-01,CUST_000119,SG,SG_BANK,affluent,1940.27,70.75,887.32,0.0,0.0,350.45,403.79,0.0,0.0,109.68,118.28,11,176.39,Charles & Keith,retail_shopping,SGD,2025-12-31 23:59:59
2025-02,CUST_000119,SG,SG_BANK,affluent,831.91,53.96,288.6,180.91,0.0,165.47,0.0,142.97,0.0,0.0,0.0,8,103.99,Charles & Keith,retail_shopping,SGD,2025-12-31 23:59:59
2025-03,CUST_000119,SG,SG_BANK,affluent,1556.44,240.81,592.84,16.22,0.0,197.94,0.0,181.83,0.0,140.42,186.38,15,103.76,Sephora Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-04,CUST_000119,SG,SG_BANK,affluent,1853.71,0.0,716.79,934.95,0.0,0.0,0.0,201.97,0.0,0.0,0.0,6,308.95,Grab Transport SG,travel_transport,SGD,2025-12-31 23:59:59
2025-05,CUST_000119,SG,SG_BANK,affluent,1511.0,192.92,247.34,145.99,461.72,159.92,87.18,96.2,0.0,119.73,0.0,12,125.92,Raffles Medical Group,healthcare,SGD,2025-12-31 23:59:59
2025-06,CUST_000119,SG,SG_BANK,affluent,2538.66,0.0,1240.7,616.67,0.0,84.31,167.67,429.31,0.0,0.0,0.0,9,282.07,Grab Transport SG,retail_shopping,SGD,2025-12-31 23:59:59
2025-07,CUST_000119,SG,SG_BANK,affluent,2468.12,107.87,528.76,1426.2,119.0,155.06,0.0,0.0,0.0,0.0,131.23,11,224.37,Grab Transport SG,travel_transport,SGD,2025-12-31 23:59:59
2025-08,CUST_000119,SG,SG_BANK,affluent,554.18,82.62,0.0,0.0,0.0,248.3,0.0,193.78,0.0,0.0,29.48,8,69.27,Cold Storage,entertainment,SGD,2025-12-31 23:59:59
2025-09,CUST_000119,SG,SG_BANK,affluent,2049.87,129.35,1141.76,0.0,419.46,103.39,152.33,0.0,0.0,103.58,0.0,10,204.99,Charles & Keith,retail_shopping,SGD,2025-12-31 23:59:59
2025-10,CUST_000119,SG,SG_BANK,affluent,1516.34,76.77,426.35,449.09,0.0,177.29,0.0,42.28,344.56,0.0,0.0,6,252.72,Singapore Airlines,travel_transport,SGD,2025-12-31 23:59:59
2025-11,CUST_000119,SG,SG_BANK,affluent,2082.37,7.8,0.0,1060.27,0.0,0.0,139.47,874.83,0.0,0.0,0.0,8,260.3,Scoot,travel_transport,SGD,2025-12-31 23:59:59
2025-12,CUST_000119,SG,SG_BANK,affluent,2225.23,256.13,0.0,800.91,0.0,345.44,112.68,631.07,0.0,79.0,0.0,16,139.08,Singapore Airlines,travel_transport,SGD,2025-12-31 23:59:59
2025-01,CUST_000120,SG,SG_BANK,affluent,3521.66,52.0,831.2,1386.52,310.44,16.72,652.42,272.36,0.0,0.0,0.0,15,234.78,Scoot,travel_transport,SGD,2025-12-31 23:59:59
2025-02,CUST_000120,SG,SG_BANK,affluent,4572.71,148.76,2912.41,749.36,264.33,407.28,54.17,36.4,0.0,0.0,0.0,20,228.64,Sephora Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-03,CUST_000120,SG,SG_BANK,affluent,1586.9,239.86,418.73,168.71,0.0,205.01,405.98,0.0,148.61,0.0,0.0,14,113.35,Sephora Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-04,CUST_000120,SG,SG_BANK,affluent,4008.05,39.18,893.91,2954.99,0.0,86.06,0.0,33.91,0.0,0.0,0.0,12,334.0,Scoot,travel_transport,SGD,2025-12-31 23:59:59
2025-05,CUST_000120,SG,SG_BANK,affluent,1182.15,96.3,0.0,938.1,0.0,0.0,0.0,147.75,0.0,0.0,0.0,6,197.02,ComfortDelGro,travel_transport,SGD,2025-12-31 23:59:59
2025-06,CUST_000120,SG,SG_BANK,affluent,2336.2,36.0,322.39,959.84,0.0,112.0,305.73,251.84,0.0,348.4,0.0,12,194.68,ComfortDelGro,travel_transport,SGD,2025-12-31 23:59:59
2025-07,CUST_000120,SG,SG_BANK,affluent,5313.25,127.92,1937.69,2291.16,513.56,199.1,0.0,126.42,0.0,102.63,14.77,19,279.64,Grab Transport SG,travel_transport,SGD,2025-12-31 23:59:59
2025-08,CUST_000120,SG,SG_BANK,affluent,1232.77,189.45,370.55,92.08,335.51,220.98,0.0,24.2,0.0,0.0,0.0,10,123.28,Uniqlo Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-09,CUST_000120,SG,SG_BANK,affluent,2368.31,0.0,301.04,1195.74,322.24,27.99,373.35,65.02,0.0,82.93,0.0,10,236.83,Scoot,travel_transport,SGD,2025-12-31 23:59:59
2025-10,CUST_000120,SG,SG_BANK,affluent,1196.37,267.12,139.53,33.73,0.0,186.87,271.79,0.0,0.0,129.44,167.89,12,99.7,SP Group,utilities,SGD,2025-12-31 23:59:59
2025-11,CUST_000120,SG,SG_BANK,affluent,3012.11,173.16,1276.25,1134.82,0.0,85.53,0.0,342.35,0.0,0.0,0.0,14,215.15,Singapore Airlines,retail_shopping,SGD,2025-12-31 23:59:59
2025-12,CUST_000120,SG,SG_BANK,affluent,3150.51,217.57,1304.54,709.71,0.0,0.0,0.0,774.35,0.0,144.34,0.0,14,225.04,Cold Storage,retail_shopping,SGD,2025-12-31 23:59:59
2025-01,CUST_000121,SG,SG_BANK,mass,1229.34,62.92,512.32,289.5,307.13,57.47,0.0,0.0,0.0,0.0,0.0,6,204.89,Sephora Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-02,CUST_000121,SG,SG_BANK,mass,547.5,142.05,0.0,405.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,182.5,Grab Transport SG,travel_transport,SGD,2025-12-31 23:59:59
2025-03,CUST_000121,SG,SG_BANK,mass,981.83,69.55,224.94,360.31,0.0,0.0,0.0,327.03,0.0,0.0,0.0,6,163.64,Spotify,travel_transport,SGD,2025-12-31 23:59:59
2025-04,CUST_000121,SG,SG_BANK,mass,399.46,32.28,367.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,133.15,Uniqlo Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-05,CUST_000121,SG,SG_BANK,mass,176.4,0.0,0.0,0.0,0.0,0.0,176.4,0.0,0.0,0.0,0.0,1,176.4,SP Group,utilities,SGD,2025-12-31 23:59:59
2025-06,CUST_000121,SG,SG_BANK,mass,646.39,0.0,0.0,363.88,0.0,0.0,0.0,0.0,282.51,0.0,0.0,3,215.46,ComfortDelGro,travel_transport,SGD,2025-12-31 23:59:59
2025-07,CUST_000121,SG,SG_BANK,mass,232.92,67.64,0.0,100.91,0.0,0.0,0.0,64.37,0.0,0.0,0.0,5,46.58,Scoot,travel_transport,SGD,2025-12-31 23:59:59
2025-08,CUST_000121,SG,SG_BANK,mass,139.7,10.15,0.0,0.0,0.0,0.0,91.49,30.71,0.0,0.0,7.35,4,34.92,StarHub,utilities,SGD,2025-12-31 23:59:59
2025-09,CUST_000121,SG,SG_BANK,mass,367.68,0.0,0.0,0.0,0.0,82.05,232.52,53.11,0.0,0.0,0.0,3,122.56,SP Group,utilities,SGD,2025-12-31 23:59:59
2025-10,CUST_000121,SG,SG_BANK,mass,1135.0,149.77,0.0,0.0,0.0,172.06,0.0,0.0,813.17,0.0,0.0,5,227.0,Pan Pacific Hotel,hotel,SGD,2025-12-31 23:59:59
2025-11,CUST_000121,SG,SG_BANK,mass,547.08,0.0,492.17,0.0,0.0,0.0,0.0,54.91,0.0,0.0,0.0,2,273.54,ZALORA Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-12,CUST_000121,SG,SG_BANK,mass,244.04,0.0,0.0,0.0,0.0,0.0,0.0,136.26,0.0,0.0,107.78,2,122.02,Sheng Siong,grocery,SGD,2025-12-31 23:59:59
2025-01,CUST_000122,SG,SG_BANK,mass,1866.11,0.0,0.0,1026.21,0.0,0.0,667.17,172.73,0.0,0.0,0.0,5,373.22,ComfortDelGro,travel_transport,SGD,2025-12-31 23:59:59
2025-02,CUST_000122,SG,SG_BANK,mass,717.95,59.28,0.0,0.0,0.0,0.0,658.67,0.0,0.0,0.0,0.0,4,179.49,SP Group,utilities,SGD,2025-12-31 23:59:59
2025-03,CUST_000122,SG,SG_BANK,mass,692.5,131.92,560.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,173.13,Sephora Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-04,CUST_000122,SG,SG_BANK,mass,1222.72,0.0,164.04,0.0,398.35,0.0,0.0,482.79,0.0,149.91,27.63,6,203.79,Raffles Medical Group,grocery,SGD,2025-12-31 23:59:59
2025-05,CUST_000122,SG,SG_BANK,mass,535.82,0.0,0.0,401.5,0.0,16.46,0.0,117.86,0.0,0.0,0.0,3,178.61,Singapore Airlines,travel_transport,SGD,2025-12-31 23:59:59
2025-06,CUST_000122,SG,SG_BANK,mass,1818.69,37.65,1627.83,0.0,0.0,0.0,0.0,153.21,0.0,0.0,0.0,7,259.81,Charles & Keith,retail_shopping,SGD,2025-12-31 23:59:59
2025-07,CUST_000122,SG,SG_BANK,mass,991.25,64.55,413.21,305.63,0.0,76.91,0.0,130.95,0.0,0.0,0.0,7,141.61,Amazon,retail_shopping,SGD,2025-12-31 23:59:59
2025-08,CUST_000122,SG,SG_BANK,mass,222.95,79.84,0.0,0.0,143.11,0.0,0.0,0.0,0.0,0.0,0.0,2,111.48,Mount Elizabeth Hospital,healthcare,SGD,2025-12-31 23:59:59
2025-09,CUST_000122,SG,SG_BANK,mass,175.88,78.81,0.0,0.0,0.0,0.0,97.07,0.0,0.0,0.0,0.0,3,58.63,Spotify,utilities,SGD,2025-12-31 23:59:59
2025-10,CUST_000122,SG,SG_BANK,mass,342.58,22.7,290.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.71,4,85.64,Sephora Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-11,CUST_000122,SG,SG_BANK,mass,1158.08,197.87,0.0,703.5,0.0,0.0,0.0,256.71,0.0,0.0,0.0,6,193.01,Grab Transport SG,travel_transport,SGD,2025-12-31 23:59:59
2025-12,CUST_000122,SG,SG_BANK,mass,1340.56,125.14,533.27,492.83,0.0,0.0,0.0,189.32,0.0,0.0,0.0,7,191.51,ComfortDelGro,retail_shopping,SGD,2025-12-31 23:59:59
2025-01,CUST_000123,SG,SG_BANK,affluent,1376.1,58.64,376.41,753.56,0.0,0.0,70.12,0.0,0.0,117.37,0.0,6,229.35,Grab Transport SG,travel_transport,SGD,2025-12-31 23:59:59
2025-02,CUST_000123,SG,SG_BANK,affluent,1892.95,0.0,337.25,916.54,0.0,0.0,0.0,0.0,596.26,42.9,0.0,5,378.59,Pan Pacific Hotel,travel_transport,SGD,2025-12-31 23:59:59
2025-03,CUST_000123,SG,SG_BANK,affluent,2498.3,153.44,520.78,1013.16,0.0,118.36,182.52,245.31,202.57,35.16,27.0,13,192.18,ComfortDelGro,travel_transport,SGD,2025-12-31 23:59:59
2025-04,CUST_000123,SG,SG_BANK,affluent,3172.79,271.77,396.95,605.66,32.8,0.0,691.06,395.83,650.13,0.0,128.59,15,211.52,Marriott Singapore,utilities,SGD,2025-12-31 23:59:59
2025-05,CUST_000123,SG,SG_BANK,affluent,3575.71,166.18,550.68,1280.68,841.16,70.78,545.55,0.0,0.0,120.68,0.0,13,275.05,Singapore Airlines,travel_transport,SGD,2025-12-31 23:59:59
2025-06,CUST_000123,SG,SG_BANK,affluent,1230.45,64.6,494.29,0.0,0.0,0.0,452.53,0.0,0.0,0.0,219.03,7,175.78,Singtel,retail_shopping,SGD,2025-12-31 23:59:59
2025-07,CUST_000123,SG,SG_BANK,affluent,2384.04,156.55,910.87,1316.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,216.73,Scoot,travel_transport,SGD,2025-12-31 23:59:59
2025-08,CUST_000123,SG,SG_BANK,affluent,2306.06,58.36,1049.63,342.0,44.38,337.35,0.0,474.34,0.0,0.0,0.0,12,192.17,Amazon,retail_shopping,SGD,2025-12-31 23:59:59
2025-09,CUST_000123,SG,SG_BANK,affluent,1611.85,58.3,405.31,1067.17,0.0,61.89,0.0,0.0,0.0,0.0,19.18,9,179.09,Scoot,travel_transport,SGD,2025-12-31 23:59:59
2025-10,CUST_000123,SG,SG_BANK,affluent,4783.1,95.48,1119.37,2413.93,663.31,188.58,154.72,0.0,0.0,147.71,0.0,16,298.94,Grab Transport SG,travel_transport,SGD,2025-12-31 23:59:59
2025-11,CUST_000123,SG,SG_BANK,affluent,3620.9,224.05,1693.13,0.0,355.35,293.39,191.94,0.0,772.6,90.44,0.0,16,226.31,Giant Malaysia,retail_shopping,SGD,2025-12-31 23:59:59
2025-12,CUST_000123,SG,SG_BANK,affluent,1175.5,145.41,213.43,603.0,80.23,0.0,133.43,0.0,0.0,0.0,0.0,9,130.61,Singapore Airlines,travel_transport,SGD,2025-12-31 23:59:59
2025-01,CUST_000124,SG,SG_BANK,affluent,3676.41,196.39,1758.6,351.78,0.0,104.97,513.49,33.19,483.43,234.56,0.0,16,229.78,Marriott Singapore,retail_shopping,SGD,2025-12-31 23:59:59
2025-02,CUST_000124,SG,SG_BANK,affluent,3080.27,245.62,820.84,320.51,0.0,60.0,0.0,608.89,882.12,142.29,0.0,15,205.35,Pan Pacific Hotel,hotel,SGD,2025-12-31 23:59:59
2025-03,CUST_000124,SG,SG_BANK,affluent,4150.84,0.0,767.59,1585.67,0.0,0.0,1310.03,348.74,0.0,123.31,15.5,15,276.72,StarHub,travel_transport,SGD,2025-12-31 23:59:59
2025-04,CUST_000124,SG,SG_BANK,affluent,1904.26,94.86,511.03,451.97,0.0,167.96,168.29,350.0,0.0,50.73,109.42,15,126.95,Agoda,retail_shopping,SGD,2025-12-31 23:59:59
2025-05,CUST_000124,SG,SG_BANK,affluent,3037.1,221.62,1368.29,697.47,0.0,52.18,0.0,554.8,0.0,142.74,0.0,19,159.85,Charles & Keith,retail_shopping,SGD,2025-12-31 23:59:59
