statement_id,account_id,statement_date,ending_balance,minimum_due,payment_due_date,delinquency_bucket,revolving_flag,utilization_rate,created_at
STMT_ACC_000268_202509,ACC_000268,2025-09-02,9394.88,91.85,2025-09-27,1-30,False,0.5530,2025-09-02
STMT_ACC_000268_202508,ACC_000268,2025-08-03,5431.89,85.05,2025-08-28,current,True,0.7502,2025-08-03
STMT_ACC_000268_202507,ACC_000268,2025-07-04,10889.43,89.12,2025-07-29,current,False,0.2751,2025-07-04
STMT_ACC_000268_202506,ACC_000268,2025-06-04,279.61,51.82,2025-06-29,1-30,True,0.7296,2025-06-04
STMT_ACC_000268_202505,ACC_000268,2025-05-05,11437.26,71.23,2025-05-30,current,True,0.6705,2025-05-05
STMT_ACC_000268_202504,ACC_000268,2025-04-05,3169.39,91.21,2025-04-30,61-90,False,0.7138,2025-04-05
STMT_ACC_000268_202503,ACC_000268,2025-03-06,10140.52,52.16,2025-03-31,31-60,False,0.5653,2025-03-06
STMT_ACC_000268_202502,ACC_000268,2025-02-04,7030.69,30.07,2025-03-01,current,True,0.0496,2025-02-04
STMT_ACC_000268_202501,ACC_000268,2025-01-05,6568.70,29.71,2025-01-30,1-30,False,0.1621,2025-01-05
STMT_ACC_000268_202412,ACC_000268,2024-12-06,7461.95,47.46,2024-12-31,current,True,0.4377,2024-12-06
STMT_ACC_000268_202411,ACC_000268,2024-11-06,1096.61,96.16,2024-12-01,current,False,0.5343,2024-11-06
STMT_ACC_000268_202410,ACC_000268,2024-10-07,1331.11,95.44,2024-11-01,31-60,False,0.0480,2024-10-07
STMT_ACC_000268_202409,ACC_000268,2024-09-07,61.79,55.23,2024-10-02,31-60,False,0.6507,2024-09-07
STMT_ACC_000268_202408,ACC_000268,2024-08-08,3434.04,89.58,2024-09-02,1-30,True,0.6310,2024-08-08
STMT_ACC_000268_202407,ACC_000268,2024-07-09,1646.29,71.87,2024-08-03,91+,False,0.7304,2024-07-09
STMT_ACC_000268_202406,ACC_000268,2024-06-09,3376.13,38.52,2024-07-04,91+,False,0.2522,2024-06-09
STMT_ACC_000268_202405,ACC_000268,2024-05-10,8082.20,98.57,2024-06-04,current,True,0.4819,2024-05-10
STMT_ACC_000268_202404,ACC_000268,2024-04-10,6538.88,74.82,2024-05-05,61-90,True,0.4596,2024-04-10
STMT_ACC_000269_202603,ACC_000269,2026-03-01,5714.58,29.58,2026-03-26,current,True,0.6859,2026-03-01
STMT_ACC_000269_202601,ACC_000269,2026-01-30,4315.13,81.58,2026-02-24,current,False,0.2793,2026-01-30
STMT_ACC_000269_202512,ACC_000269,2025-12-31,2861.00,86.56,2026-01-25,31-60,False,0.3577,2025-12-31
STMT_ACC_000269_202512,ACC_000269,2025-12-01,2238.15,62.74,2025-12-26,current,False,0.1452,2025-12-01
STMT_ACC_000269_202511,ACC_000269,2025-11-01,5164.99,79.14,2025-11-26,61-90,False,0.5796,2025-11-01
STMT_ACC_000269_202510,ACC_000269,2025-10-02,566.47,82.46,2025-10-27,1-30,False,0.6500,2025-10-02
STMT_ACC_000269_202509,ACC_000269,2025-09-02,276.16,90.05,2025-09-27,31-60,False,0.4428,2025-09-02
STMT_ACC_000269_202508,ACC_000269,2025-08-03,3931.24,72.77,2025-08-28,31-60,False,0.2334,2025-08-03
STMT_ACC_000269_202507,ACC_000269,2025-07-04,7087.68,28.38,2025-07-29,current,True,0.7891,2025-07-04
STMT_ACC_000269_202506,ACC_000269,2025-06-04,5585.78,88.11,2025-06-29,61-90,False,0.0434,2025-06-04
STMT_ACC_000269_202505,ACC_000269,2025-05-05,2611.69,96.89,2025-05-30,31-60,False,0.4328,2025-05-05
STMT_ACC_000269_202504,ACC_000269,2025-04-05,6549.65,86.74,2025-04-30,current,True,0.6152,2025-04-05
STMT_ACC_000269_202503,ACC_000269,2025-03-06,4239.73,38.31,2025-03-31,current,True,0.4161,2025-03-06
STMT_ACC_000269_202502,ACC_000269,2025-02-04,6080.14,59.40,2025-03-01,current,True,0.7915,2025-02-04
STMT_ACC_000269_202501,ACC_000269,2025-01-05,599.49,40.98,2025-01-30,61-90,True,0.1817,2025-01-05
STMT_ACC_000269_202412,ACC_000269,2024-12-06,2029.99,83.32,2024-12-31,1-30,True,0.4740,2024-12-06
STMT_ACC_000269_202411,ACC_000269,2024-11-06,7799.33,72.59,2024-12-01,1-30,True,0.0364,2024-11-06
STMT_ACC_000269_202410,ACC_000269,2024-10-07,4432.07,63.42,2024-11-01,current,False,0.3978,2024-10-07
STMT_ACC_000269_202409,ACC_000269,2024-09-07,2575.34,42.49,2024-10-02,31-60,True,0.2849,2024-09-07
STMT_ACC_000269_202408,ACC_000269,2024-08-08,4056.82,81.31,2024-09-02,91+,True,0.3045,2024-08-08
STMT_ACC_000269_202407,ACC_000269,2024-07-09,631.52,61.85,2024-08-03,61-90,True,0.6300,2024-07-09
STMT_ACC_000269_202406,ACC_000269,2024-06-09,3785.79,29.70,2024-07-04,current,False,0.2421,2024-06-09
STMT_ACC_000269_202405,ACC_000269,2024-05-10,7221.87,52.35,2024-06-04,61-90,False,0.7751,2024-05-10
STMT_ACC_000269_202404,ACC_000269,2024-04-10,6475.72,80.81,2024-05-05,91+,False,0.0850,2024-04-10
STMT_ACC_000270_202603,ACC_000270,2026-03-01,12491.95,30.44,2026-03-26,31-60,True,0.5371,2026-03-01
STMT_ACC_000270_202601,ACC_000270,2026-01-30,19343.14,84.60,2026-02-24,91+,True,0.2200,2026-01-30
STMT_ACC_000270_202512,ACC_000270,2025-12-31,8711.72,71.53,2026-01-25,1-30,False,0.2687,2025-12-31
STMT_ACC_000270_202512,ACC_000270,2025-12-01,9637.86,78.30,2025-12-26,61-90,False,0.2298,2025-12-01
STMT_ACC_000270_202511,ACC_000270,2025-11-01,3456.93,64.61,2025-11-26,current,True,0.2045,2025-11-01
STMT_ACC_000270_202510,ACC_000270,2025-10-02,17411.80,28.29,2025-10-27,1-30,True,0.6785,2025-10-02
STMT_ACC_000270_202509,ACC_000270,2025-09-02,5903.08,61.63,2025-09-27,current,False,0.1730,2025-09-02
STMT_ACC_000270_202508,ACC_000270,2025-08-03,11177.14,88.39,2025-08-28,91+,False,0.1822,2025-08-03
STMT_ACC_000270_202507,ACC_000270,2025-07-04,10814.72,51.91,2025-07-29,current,False,0.6110,2025-07-04
STMT_ACC_000270_202506,ACC_000270,2025-06-04,9624.48,34.80,2025-06-29,current,False,0.1321,2025-06-04
STMT_ACC_000270_202505,ACC_000270,2025-05-05,14464.10,44.71,2025-05-30,1-30,True,0.3457,2025-05-05
STMT_ACC_000270_202504,ACC_000270,2025-04-05,1065.34,94.90,2025-04-30,1-30,False,0.6885,2025-04-05
STMT_ACC_000270_202503,ACC_000270,2025-03-06,8100.22,67.02,2025-03-31,current,False,0.3104,2025-03-06
STMT_ACC_000270_202502,ACC_000270,2025-02-04,17736.40,58.30,2025-03-01,current,True,0.1223,2025-02-04
STMT_ACC_000270_202501,ACC_000270,2025-01-05,15839.89,32.29,2025-01-30,current,False,0.6772,2025-01-05
STMT_ACC_000270_202412,ACC_000270,2024-12-06,8962.28,32.81,2024-12-31,61-90,True,0.7162,2024-12-06
STMT_ACC_000270_202411,ACC_000270,2024-11-06,12920.20,69.16,2024-12-01,1-30,True,0.3269,2024-11-06
STMT_ACC_000270_202410,ACC_000270,2024-10-07,19792.07,81.74,2024-11-01,current,False,0.6629,2024-10-07
STMT_ACC_000270_202409,ACC_000270,2024-09-07,1257.82,34.60,2024-10-02,current,True,0.1494,2024-09-07
STMT_ACC_000270_202408,ACC_000270,2024-08-08,12940.23,73.49,2024-09-02,61-90,False,0.6199,2024-08-08
STMT_ACC_000270_202407,ACC_000270,2024-07-09,13536.83,83.89,2024-08-03,91+,False,0.6454,2024-07-09
STMT_ACC_000271_202603,ACC_000271,2026-03-01,4255.65,97.01,2026-03-26,31-60,False,0.4835,2026-03-01
STMT_ACC_000271_202601,ACC_000271,2026-01-30,1071.18,41.70,2026-02-24,61-90,True,0.3585,2026-01-30
STMT_ACC_000271_202512,ACC_000271,2025-12-31,7594.33,61.24,2026-01-25,current,True,0.3692,2025-12-31
STMT_ACC_000271_202512,ACC_000271,2025-12-01,3606.73,88.10,2025-12-26,61-90,True,0.5864,2025-12-01
STMT_ACC_000271_202511,ACC_000271,2025-11-01,7682.01,74.02,2025-11-26,current,False,0.5898,2025-11-01
STMT_ACC_000271_202510,ACC_000271,2025-10-02,4742.80,66.61,2025-10-27,61-90,True,0.6031,2025-10-02
STMT_ACC_000271_202509,ACC_000271,2025-09-02,1310.68,85.77,2025-09-27,current,False,0.4589,2025-09-02
STMT_ACC_000271_202508,ACC_000271,2025-08-03,4069.26,88.27,2025-08-28,61-90,False,0.5721,2025-08-03
STMT_ACC_000271_202507,ACC_000271,2025-07-04,6934.91,55.74,2025-07-29,61-90,False,0.0570,2025-07-04
STMT_ACC_000271_202506,ACC_000271,2025-06-04,7295.10,97.29,2025-06-29,current,True,0.4911,2025-06-04
STMT_ACC_000271_202505,ACC_000271,2025-05-05,3808.87,40.08,2025-05-30,current,True,0.5418,2025-05-05
STMT_ACC_000271_202504,ACC_000271,2025-04-05,4680.48,28.71,2025-04-30,91+,True,0.5100,2025-04-05
STMT_ACC_000271_202503,ACC_000271,2025-03-06,4043.71,67.20,2025-03-31,61-90,False,0.4780,2025-03-06
STMT_ACC_000271_202502,ACC_000271,2025-02-04,4409.61,54.39,2025-03-01,current,False,0.7534,2025-02-04
STMT_ACC_000271_202501,ACC_000271,2025-01-05,7783.20,96.67,2025-01-30,31-60,False,0.6228,2025-01-05
STMT_ACC_000271_202412,ACC_000271,2024-12-06,4141.79,72.54,2024-12-31,1-30,False,0.0682,2024-12-06
STMT_ACC_000271_202411,ACC_000271,2024-11-06,7802.43,54.03,2024-12-01,1-30,False,0.4986,2024-11-06
STMT_ACC_000271_202410,ACC_000271,2024-10-07,1998.41,85.04,2024-11-01,31-60,False,0.4819,2024-10-07
STMT_ACC_000271_202409,ACC_000271,2024-09-07,1606.11,51.27,2024-10-02,1-30,False,0.6173,2024-09-07
STMT_ACC_000271_202408,ACC_000271,2024-08-08,6787.41,78.02,2024-09-02,current,False,0.7563,2024-08-08
STMT_ACC_000271_202407,ACC_000271,2024-07-09,6457.51,58.55,2024-08-03,current,True,0.0281,2024-07-09
STMT_ACC_000271_202406,ACC_000271,2024-06-09,1275.32,56.88,2024-07-04,current,False,0.5694,2024-06-09
STMT_ACC_000271_202405,ACC_000271,2024-05-10,5197.87,26.19,2024-06-04,31-60,False,0.7978,2024-05-10
STMT_ACC_000271_202404,ACC_000271,2024-04-10,3402.39,58.26,2024-05-05,61-90,False,0.7151,2024-04-10
STMT_ACC_000272_202603,ACC_000272,2026-03-01,1397.93,67.75,2026-03-26,current,False,0.6416,2026-03-01
STMT_ACC_000272_202601,ACC_000272,2026-01-30,7596.21,98.40,2026-02-24,current,False,0.4877,2026-01-30
STMT_ACC_000272_202512,ACC_000272,2025-12-31,6147.90,83.70,2026-01-25,31-60,True,0.4542,2025-12-31
STMT_ACC_000272_202512,ACC_000272,2025-12-01,10928.10,84.44,2025-12-26,91+,True,0.6239,2025-12-01
STMT_ACC_000272_202511,ACC_000272,2025-11-01,831.71,74.96,2025-11-26,61-90,True,0.0963,2025-11-01
STMT_ACC_000272_202510,ACC_000272,2025-10-02,4889.52,36.95,2025-10-27,current,False,0.1736,2025-10-02
STMT_ACC_000272_202509,ACC_000272,2025-09-02,990.79,32.23,2025-09-27,current,False,0.6484,2025-09-02
STMT_ACC_000272_202508,ACC_000272,2025-08-03,928.68,59.04,2025-08-28,current,False,0.4554,2025-08-03
STMT_ACC_000272_202507,ACC_000272,2025-07-04,5698.39,95.60,2025-07-29,31-60,False,0.1690,2025-07-04
STMT_ACC_000272_202506,ACC_000272,2025-06-04,8174.37,95.69,2025-06-29,91+,True,0.7555,2025-06-04
STMT_ACC_000272_202505,ACC_000272,2025-05-05,11678.26,30.93,2025-05-30,61-90,True,0.4679,2025-05-05
STMT_ACC_000272_202504,ACC_000272,2025-04-05,10748.19,77.26,2025-04-30,1-30,False,0.5776,2025-04-05
STMT_ACC_000272_202503,ACC_000272,2025-03-06,7414.56,79.73,2025-03-31,1-30,False,0.0062,2025-03-06
STMT_ACC_000272_202502,ACC_000272,2025-02-04,8589.91,47.72,2025-03-01,1-30,False,0.6810,2025-02-04
STMT_ACC_000272_202501,ACC_000272,2025-01-05,3846.46,86.74,2025-01-30,current,False,0.4724,2025-01-05
STMT_ACC_000272_202412,ACC_000272,2024-12-06,4428.57,57.14,2024-12-31,61-90,True,0.1496,2024-12-06
STMT_ACC_000272_202411,ACC_000272,2024-11-06,2899.77,26.27,2024-12-01,current,False,0.0878,2024-11-06
STMT_ACC_000272_202410,ACC_000272,2024-10-07,7214.90,64.88,2024-11-01,91+,False,0.5547,2024-10-07
STMT_ACC_000273_202603,ACC_000273,2026-03-01,100.58,44.20,2026-03-26,31-60,True,0.4371,2026-03-01
STMT_ACC_000273_202601,ACC_000273,2026-01-30,151.50,83.97,2026-02-24,current,True,0.7741,2026-01-30
STMT_ACC_000273_202512,ACC_000273,2025-12-31,354.32,87.78,2026-01-25,current,False,0.2982,2025-12-31
STMT_ACC_000273_202512,ACC_000273,2025-12-01,34.30,78.17,2025-12-26,current,False,0.7715,2025-12-01
STMT_ACC_000273_202511,ACC_000273,2025-11-01,375.60,48.21,2025-11-26,current,True,0.3244,2025-11-01
STMT_ACC_000273_202510,ACC_000273,2025-10-02,207.52,42.57,2025-10-27,current,False,0.6959,2025-10-02
STMT_ACC_000273_202509,ACC_000273,2025-09-02,299.99,90.51,2025-09-27,61-90,True,0.7339,2025-09-02
STMT_ACC_000273_202508,ACC_000273,2025-08-03,310.12,91.64,2025-08-28,91+,True,0.6875,2025-08-03
STMT_ACC_000273_202507,ACC_000273,2025-07-04,146.71,44.33,2025-07-29,current,True,0.5285,2025-07-04
STMT_ACC_000273_202506,ACC_000273,2025-06-04,386.12,28.21,2025-06-29,61-90,False,0.3109,2025-06-04
STMT_ACC_000273_202505,ACC_000273,2025-05-05,271.66,47.15,2025-05-30,current,False,0.4702,2025-05-05
STMT_ACC_000273_202504,ACC_000273,2025-04-05,356.24,77.15,2025-04-30,current,True,0.5124,2025-04-05
STMT_ACC_000273_202503,ACC_000273,2025-03-06,26.78,44.83,2025-03-31,91+,True,0.1322,2025-03-06
STMT_ACC_000273_202502,ACC_000273,2025-02-04,3.76,77.73,2025-03-01,current,False,0.4517,2025-02-04
STMT_ACC_000273_202501,ACC_000273,2025-01-05,338.64,55.01,2025-01-30,61-90,True,0.7303,2025-01-05
STMT_ACC_000273_202412,ACC_000273,2024-12-06,49.95,67.25,2024-12-31,current,True,0.6354,2024-12-06
STMT_ACC_000273_202411,ACC_000273,2024-11-06,399.72,92.06,2024-12-01,31-60,False,0.5645,2024-11-06
STMT_ACC_000273_202410,ACC_000273,2024-10-07,283.90,57.26,2024-11-01,current,False,0.0297,2024-10-07
STMT_ACC_000273_202409,ACC_000273,2024-09-07,93.11,27.16,2024-10-02,current,False,0.6057,2024-09-07
STMT_ACC_000273_202408,ACC_000273,2024-08-08,294.08,97.28,2024-09-02,91+,True,0.7988,2024-08-08
STMT_ACC_000273_202407,ACC_000273,2024-07-09,315.05,95.44,2024-08-03,91+,False,0.7424,2024-07-09
STMT_ACC_000273_202406,ACC_000273,2024-06-09,271.71,78.16,2024-07-04,current,False,0.7533,2024-06-09
STMT_ACC_000273_202405,ACC_000273,2024-05-10,18.00,94.36,2024-06-04,91+,True,0.5687,2024-05-10
STMT_ACC_000273_202404,ACC_000273,2024-04-10,35.64,30.32,2024-05-05,current,False,0.4065,2024-04-10
STMT_ACC_000274_202603,ACC_000274,2026-03-01,3908.04,28.91,2026-03-26,91+,True,0.4507,2026-03-01
STMT_ACC_000274_202601,ACC_000274,2026-01-30,2868.43,65.37,2026-02-24,91+,False,0.4856,2026-01-30
STMT_ACC_000274_202512,ACC_000274,2025-12-31,2259.56,46.76,2026-01-25,current,False,0.2680,2025-12-31
STMT_ACC_000274_202512,ACC_000274,2025-12-01,566.76,48.54,2025-12-26,1-30,False,0.6903,2025-12-01
STMT_ACC_000274_202511,ACC_000274,2025-11-01,1069.16,52.38,2025-11-26,61-90,True,0.6933,2025-11-01
STMT_ACC_000274_202510,ACC_000274,2025-10-02,1774.32,89.15,2025-10-27,1-30,False,0.7878,2025-10-02
STMT_ACC_000274_202509,ACC_000274,2025-09-02,2886.40,81.38,2025-09-27,current,True,0.2096,2025-09-02
STMT_ACC_000274_202508,ACC_000274,2025-08-03,3129.49,78.40,2025-08-28,current,True,0.1602,2025-08-03
STMT_ACC_000274_202507,ACC_000274,2025-07-04,3148.67,55.99,2025-07-29,1-30,False,0.0992,2025-07-04
STMT_ACC_000274_202506,ACC_000274,2025-06-04,2697.58,25.57,2025-06-29,current,False,0.3200,2025-06-04
STMT_ACC_000274_202505,ACC_000274,2025-05-05,2726.24,80.13,2025-05-30,91+,False,0.4882,2025-05-05
STMT_ACC_000274_202504,ACC_000274,2025-04-05,3066.78,90.16,2025-04-30,31-60,False,0.5095,2025-04-05
STMT_ACC_000274_202503,ACC_000274,2025-03-06,849.42,64.28,2025-03-31,61-90,False,0.1460,2025-03-06
STMT_ACC_000274_202502,ACC_000274,2025-02-04,2650.58,26.72,2025-03-01,1-30,True,0.7489,2025-02-04
STMT_ACC_000274_202501,ACC_000274,2025-01-05,1468.34,62.54,2025-01-30,current,True,0.1552,2025-01-05
STMT_ACC_000274_202412,ACC_000274,2024-12-06,3793.54,70.35,2024-12-31,31-60,False,0.7392,2024-12-06
STMT_ACC_000274_202411,ACC_000274,2024-11-06,1172.92,30.94,2024-12-01,31-60,False,0.0128,2024-11-06
STMT_ACC_000274_202410,ACC_000274,2024-10-07,3865.11,81.20,2024-11-01,1-30,False,0.5767,2024-10-07
STMT_ACC_000274_202409,ACC_000274,2024-09-07,2847.46,91.04,2024-10-02,31-60,False,0.4171,2024-09-07
STMT_ACC_000274_202408,ACC_000274,2024-08-08,2214.15,63.94,2024-09-02,1-30,True,0.2359,2024-08-08
STMT_ACC_000274_202407,ACC_000274,2024-07-09,2328.63,41.89,2024-08-03,current,True,0.0715,2024-07-09
STMT_ACC_000274_202406,ACC_000274,2024-06-09,417.75,28.36,2024-07-04,1-30,False,0.4723,2024-06-09
STMT_ACC_000274_202405,ACC_000274,2024-05-10,3940.22,65.79,2024-06-04,61-90,False,0.4259,2024-05-10
STMT_ACC_000274_202404,ACC_000274,2024-04-10,1944.91,61.93,2024-05-05,61-90,True,0.4696,2024-04-10
STMT_ACC_000275_202603,ACC_000275,2026-03-01,253.44,25.23,2026-03-26,91+,False,0.2869,2026-03-01
STMT_ACC_000275_202601,ACC_000275,2026-01-30,858.82,76.84,2026-02-24,91+,False,0.5087,2026-01-30
STMT_ACC_000275_202512,ACC_000275,2025-12-31,215.69,33.54,2026-01-25,current,True,0.2835,2025-12-31
STMT_ACC_000275_202512,ACC_000275,2025-12-01,941.45,50.88,2025-12-26,current,False,0.3626,2025-12-01
STMT_ACC_000275_202511,ACC_000275,2025-11-01,1969.56,37.75,2025-11-26,61-90,True,0.0466,2025-11-01
STMT_ACC_000275_202510,ACC_000275,2025-10-02,407.09,80.74,2025-10-27,1-30,True,0.6449,2025-10-02
STMT_ACC_000275_202509,ACC_000275,2025-09-02,906.35,74.16,2025-09-27,61-90,True,0.5476,2025-09-02
STMT_ACC_000275_202508,ACC_000275,2025-08-03,1618.01,30.08,2025-08-28,91+,False,0.4952,2025-08-03
STMT_ACC_000275_202507,ACC_000275,2025-07-04,769.77,25.01,2025-07-29,91+,False,0.7527,2025-07-04
STMT_ACC_000275_202506,ACC_000275,2025-06-04,676.89,72.10,2025-06-29,current,False,0.2858,2025-06-04
STMT_ACC_000275_202505,ACC_000275,2025-05-05,134.40,96.01,2025-05-30,current,False,0.4540,2025-05-05
STMT_ACC_000275_202504,ACC_000275,2025-04-05,207.98,57.52,2025-04-30,current,False,0.3263,2025-04-05
STMT_ACC_000275_202503,ACC_000275,2025-03-06,519.91,35.93,2025-03-31,current,False,0.1662,2025-03-06
STMT_ACC_000275_202502,ACC_000275,2025-02-04,403.21,67.05,2025-03-01,61-90,False,0.5610,2025-02-04
STMT_ACC_000275_202501,ACC_000275,2025-01-05,1255.60,29.09,2025-01-30,1-30,False,0.3761,2025-01-05
STMT_ACC_000275_202412,ACC_000275,2024-12-06,965.91,96.64,2024-12-31,91+,True,0.1475,2024-12-06
STMT_ACC_000275_202411,ACC_000275,2024-11-06,280.11,47.64,2024-12-01,1-30,False,0.1244,2024-11-06
STMT_ACC_000275_202410,ACC_000275,2024-10-07,306.79,96.54,2024-11-01,current,True,0.6962,2024-10-07
STMT_ACC_000275_202409,ACC_000275,2024-09-07,177.93,96.78,2024-10-02,current,False,0.3829,2024-09-07
STMT_ACC_000275_202408,ACC_000275,2024-08-08,357.44,76.90,2024-09-02,61-90,True,0.4478,2024-08-08
STMT_ACC_000276_202603,ACC_000276,2026-03-01,7259.83,97.92,2026-03-26,61-90,False,0.4397,2026-03-01
STMT_ACC_000276_202601,ACC_000276,2026-01-30,6459.40,75.14,2026-02-24,31-60,False,0.0160,2026-01-30
STMT_ACC_000276_202512,ACC_000276,2025-12-31,2506.01,73.01,2026-01-25,1-30,True,0.7782,2025-12-31
STMT_ACC_000276_202512,ACC_000276,2025-12-01,4936.14,52.73,2025-12-26,current,False,0.3743,2025-12-01
STMT_ACC_000276_202511,ACC_000276,2025-11-01,5527.97,28.25,2025-11-26,current,False,0.5579,2025-11-01
STMT_ACC_000276_202510,ACC_000276,2025-10-02,7313.50,64.22,2025-10-27,current,True,0.4194,2025-10-02
STMT_ACC_000276_202509,ACC_000276,2025-09-02,7399.82,59.44,2025-09-27,31-60,False,0.3253,2025-09-02
STMT_ACC_000276_202508,ACC_000276,2025-08-03,4191.59,85.90,2025-08-28,current,False,0.5759,2025-08-03
STMT_ACC_000276_202507,ACC_000276,2025-07-04,2562.49,98.25,2025-07-29,31-60,False,0.4560,2025-07-04
STMT_ACC_000276_202506,ACC_000276,2025-06-04,7649.97,73.83,2025-06-29,1-30,True,0.2840,2025-06-04
STMT_ACC_000276_202505,ACC_000276,2025-05-05,1787.08,35.13,2025-05-30,current,True,0.0626,2025-05-05
STMT_ACC_000276_202504,ACC_000276,2025-04-05,5954.19,29.69,2025-04-30,current,True,0.0059,2025-04-05
STMT_ACC_000276_202503,ACC_000276,2025-03-06,7314.83,94.67,2025-03-31,1-30,True,0.7518,2025-03-06
STMT_ACC_000276_202502,ACC_000276,2025-02-04,2506.14,94.46,2025-03-01,current,True,0.1714,2025-02-04
STMT_ACC_000276_202501,ACC_000276,2025-01-05,3266.58,81.65,2025-01-30,1-30,True,0.2752,2025-01-05
STMT_ACC_000276_202412,ACC_000276,2024-12-06,960.77,50.13,2024-12-31,31-60,True,0.4158,2024-12-06
STMT_ACC_000276_202411,ACC_000276,2024-11-06,7925.91,33.56,2024-12-01,1-30,True,0.4036,2024-11-06
STMT_ACC_000276_202410,ACC_000276,2024-10-07,3006.31,97.12,2024-11-01,61-90,False,0.1509,2024-10-07
STMT_ACC_000276_202409,ACC_000276,2024-09-07,1245.60,58.11,2024-10-02,91+,False,0.5774,2024-09-07
STMT_ACC_000277_202603,ACC_000277,2026-03-01,6634.82,76.81,2026-03-26,1-30,False,0.3079,2026-03-01
STMT_ACC_000277_202601,ACC_000277,2026-01-30,5979.40,61.72,2026-02-24,31-60,True,0.7619,2026-01-30
STMT_ACC_000277_202512,ACC_000277,2025-12-31,5397.30,56.73,2026-01-25,91+,True,0.4508,2025-12-31
STMT_ACC_000277_202512,ACC_000277,2025-12-01,7635.33,61.66,2025-12-26,current,False,0.3434,2025-12-01
STMT_ACC_000277_202511,ACC_000277,2025-11-01,5890.83,71.01,2025-11-26,1-30,False,0.3434,2025-11-01
STMT_ACC_000277_202510,ACC_000277,2025-10-02,3008.16,41.64,2025-10-27,91+,False,0.2942,2025-10-02
STMT_ACC_000277_202509,ACC_000277,2025-09-02,1076.49,75.30,2025-09-27,61-90,False,0.4463,2025-09-02
STMT_ACC_000277_202508,ACC_000277,2025-08-03,1267.21,93.12,2025-08-28,91+,True,0.1168,2025-08-03
STMT_ACC_000277_202507,ACC_000277,2025-07-04,4128.31,42.31,2025-07-29,91+,True,0.4964,2025-07-04
STMT_ACC_000277_202506,ACC_000277,2025-06-04,3216.96,84.26,2025-06-29,current,False,0.0933,2025-06-04
STMT_ACC_000277_202505,ACC_000277,2025-05-05,4324.45,58.99,2025-05-30,31-60,False,0.0388,2025-05-05
STMT_ACC_000277_202504,ACC_000277,2025-04-05,7965.71,66.08,2025-04-30,61-90,False,0.3240,2025-04-05
STMT_ACC_000277_202503,ACC_000277,2025-03-06,7692.19,64.04,2025-03-31,current,False,0.0566,2025-03-06
STMT_ACC_000277_202502,ACC_000277,2025-02-04,3112.24,89.03,2025-03-01,31-60,False,0.6203,2025-02-04
STMT_ACC_000277_202501,ACC_000277,2025-01-05,4330.94,27.52,2025-01-30,91+,True,0.2218,2025-01-05
STMT_ACC_000277_202412,ACC_000277,2024-12-06,5222.73,72.17,2024-12-31,91+,True,0.0495,2024-12-06
STMT_ACC_000277_202411,ACC_000277,2024-11-06,372.42,56.30,2024-12-01,1-30,False,0.5942,2024-11-06
STMT_ACC_000277_202410,ACC_000277,2024-10-07,566.18,28.77,2024-11-01,91+,True,0.7704,2024-10-07
STMT_ACC_000277_202409,ACC_000277,2024-09-07,6743.47,80.66,2024-10-02,current,False,0.7914,2024-09-07
STMT_ACC_000277_202408,ACC_000277,2024-08-08,3603.69,25.28,2024-09-02,61-90,False,0.2145,2024-08-08
STMT_ACC_000277_202407,ACC_000277,2024-07-09,2794.37,86.00,2024-08-03,31-60,False,0.7092,2024-07-09
STMT_ACC_000277_202406,ACC_000277,2024-06-09,388.42,91.11,2024-07-04,61-90,False,0.0386,2024-06-09
STMT_ACC_000277_202405,ACC_000277,2024-05-10,1373.95,77.04,2024-06-04,1-30,False,0.2437,2024-05-10
STMT_ACC_000277_202404,ACC_000277,2024-04-10,2343.17,37.10,2024-05-05,1-30,False,0.2508,2024-04-10
STMT_ACC_000278_202603,ACC_000278,2026-03-01,2749.39,83.87,2026-03-26,1-30,False,0.5143,2026-03-01
STMT_ACC_000278_202601,ACC_000278,2026-01-30,1151.00,27.85,2026-02-24,current,False,0.3223,2026-01-30
STMT_ACC_000278_202512,ACC_000278,2025-12-31,268.07,42.35,2026-01-25,61-90,False,0.3289,2025-12-31
STMT_ACC_000278_202512,ACC_000278,2025-12-01,3356.27,92.44,2025-12-26,61-90,True,0.7518,2025-12-01
STMT_ACC_000278_202511,ACC_000278,2025-11-01,539.80,63.83,2025-11-26,current,False,0.5949,2025-11-01
STMT_ACC_000278_202510,ACC_000278,2025-10-02,265.32,69.85,2025-10-27,current,True,0.0331,2025-10-02
STMT_ACC_000278_202509,ACC_000278,2025-09-02,1966.88,67.17,2025-09-27,current,False,0.7810,2025-09-02
STMT_ACC_000278_202508,ACC_000278,2025-08-03,825.94,40.11,2025-08-28,1-30,False,0.4991,2025-08-03
STMT_ACC_000278_202507,ACC_000278,2025-07-04,1064.45,76.79,2025-07-29,current,True,0.3677,2025-07-04
STMT_ACC_000278_202506,ACC_000278,2025-06-04,2427.17,95.82,2025-06-29,31-60,True,0.7789,2025-06-04
STMT_ACC_000278_202505,ACC_000278,2025-05-05,1100.05,29.57,2025-05-30,1-30,True,0.3420,2025-05-05
STMT_ACC_000278_202504,ACC_000278,2025-04-05,2517.74,51.31,2025-04-30,1-30,True,0.2859,2025-04-05
STMT_ACC_000278_202503,ACC_000278,2025-03-06,2871.43,58.24,2025-03-31,current,False,0.0028,2025-03-06
