account_id,customer_id,product_id,credit_limit,apr,cycle_day,open_date,close_date,status,created_at
ACC_000247,CUST_000542,GOLD,2500,0.1613,5,2024-04-23,,active,2025-05-03 15:05:34.347698
ACC_000248,CUST_000630,BUSINESS,10000,0.2152,5,2024-05-27,,active,2025-02-20 16:06:51.913485
ACC_000249,CUST_000376,BUSINESS,25000,0.2357,28,2024-08-01,,active,2026-02-08 19:37:25.331753
ACC_000250,CUST_000067,SILVER,25000,0.1536,20,2025-02-24,,active,2024-09-29 20:59:58.373907
ACC_000251,CUST_000557,GOLD,10000,0.1965,12,2024-11-01,,active,2024-08-28 12:12:42.804598
ACC_000252,CUST_000401,SILVER,2500,0.1822,8,2024-06-30,,active,2025-07-31 18:45:44.632161
ACC_000253,CUST_000767,PLATINUM,5000,0.2452,14,2024-09-25,,active,2025-11-25 10:39:19.432076
ACC_000254,CUST_000542,GOLD,2500,0.2194,28,2025-01-04,,active,2024-06-17 10:46:39.974632
ACC_000255,CUST_000101,SILVER,1000,0.2207,9,2024-05-22,2025-08-28,active,2024-01-14 22:53:42.655553
ACC_000256,CUST_000723,PLATINUM,2500,0.1602,22,2024-08-16,,active,2024-12-11 18:37:45.612195
ACC_000257,CUST_000547,PLATINUM,2500,0.2002,19,2024-04-29,,active,2025-05-06 17:56:10.255235
ACC_000258,CUST_000905,SILVER,25000,0.2456,22,2024-12-27,,active,2024-04-05 12:02:37.657397
ACC_000259,CUST_000867,GOLD,2500,0.2147,5,2024-04-01,,active,2026-01-27 05:25:17.810134
ACC_000260,CUST_000727,GOLD,500,0.1964,7,2024-02-03,,active,2025-10-17 03:31:18.309182
ACC_000261,CUST_000236,BUSINESS,10000,0.1886,20,2025-02-26,,active,2024-11-20 10:04:36.664490
ACC_000262,CUST_000714,PLATINUM,10000,0.1779,9,2024-02-18,,active,2024-04-25 16:07:37.958225
ACC_000263,CUST_000539,PLATINUM,25000,0.2102,23,2024-09-10,2025-02-07,active,2025-10-02 00:18:22.451653
ACC_000264,CUST_000493,SILVER,5000,0.2177,4,2024-06-29,,active,2024-11-15 00:27:17.542981
ACC_000265,CUST_000860,PLATINUM,2500,0.1698,20,2024-07-13,,active,2024-02-06 23:08:20.368065
ACC_000266,CUST_000243,SILVER,25000,0.2450,7,2024-08-27,,active,2024-09-14 02:19:41.677748
ACC_000267,CUST_000415,BUSINESS,15000,0.1535,13,2024-10-11,,active,2026-02-23 01:59:44.839207
ACC_000268,CUST_000928,BUSINESS,15000,0.2180,26,2024-02-01,,active,2024-09-15 10:02:34.549775
ACC_000269,CUST_000223,GOLD,10000,0.2183,22,2024-03-06,,active,2025-07-25 03:37:28.331258
ACC_000270,CUST_000309,BUSINESS,25000,0.1938,4,2024-06-16,,active,2024-07-31 09:09:51.801701
ACC_000271,CUST_000252,PLATINUM,10000,0.1961,21,2024-02-13,,active,2025-03-21 01:09:18.964214
ACC_000272,CUST_000995,SILVER,15000,0.2257,13,2024-10-07,,active,2025-09-08 16:30:23.490511
ACC_000273,CUST_000284,PLATINUM,500,0.2355,28,2024-02-11,,active,2025-04-02 23:47:22.800513
ACC_000274,CUST_000095,BUSINESS,5000,0.1566,10,2024-03-05,,active,2025-08-14 00:24:24.441171
ACC_000275,CUST_000411,GOLD,2500,0.1662,15,2024-08-07,,active,2025-08-01 23:07:36.754945
ACC_000276,CUST_000990,BUSINESS,10000,0.1574,18,2024-08-18,,active,2024-12-15 20:28:03.404690
ACC_000277,CUST_000440,PLATINUM,10000,0.2117,7,2024-01-02,,active,2025-09-12 19:19:15.194775
ACC_000278,CUST_000680,GOLD,5000,0.1800,23,2024-07-05,,active,2024-04-06 09:39:50.218842
ACC_000279,CUST_000766,BUSINESS,1000,0.2307,5,2024-08-24,,active,2025-06-14 17:11:44.714785
ACC_000280,CUST_000348,BUSINESS,1000,0.1676,16,2024-07-20,,active,2024-06-25 02:34:15.044504
ACC_000281,CUST_000649,GOLD,1000,0.2486,26,2024-02-26,,active,2024-09-06 11:11:22.998391
ACC_000282,CUST_000989,BUSINESS,2500,0.1806,4,2025-01-20,2024-11-17,active,2025-03-25 05:05:27.982563
ACC_000283,CUST_000968,SILVER,5000,0.1852,28,2025-02-03,,active,2024-01-24 06:05:49.797355
ACC_000284,CUST_000707,GOLD,1000,0.1543,26,2024-03-04,,active,2024-01-31 05:30:33.155714
ACC_000285,CUST_000087,BUSINESS,10000,0.2072,27,2024-09-01,,active,2024-09-13 13:35:40.567995
ACC_000286,CUST_000722,SILVER,2500,0.1688,18,2024-01-03,,active,2025-02-21 08:51:34.445088
ACC_000287,CUST_000787,GOLD,1000,0.2081,1,2024-04-15,,active,2025-07-27 05:05:18.983668
ACC_000288,CUST_000991,GOLD,15000,0.2289,8,2024-12-10,,active,2024-09-29 17:18:14.485198
ACC_000289,CUST_000600,GOLD,2500,0.2244,13,2024-07-19,,active,2026-01-05 14:19:16.810806
ACC_000290,CUST_000043,SILVER,2500,0.1713,25,2024-10-05,,active,2024-09-03 02:32:38.169142
ACC_000291,CUST_000347,PLATINUM,5000,0.2401,11,2024-06-18,,active,2026-01-21 07:06:47.068496
ACC_000292,CUST_000985,GOLD,15000,0.1799,19,2024-11-30,2024-07-24,active,2025-10-16 09:50:49.713513
ACC_000293,CUST_000033,PLATINUM,500,0.2101,22,2024-02-21,,active,2024-01-03 14:50:28.524281
ACC_000294,CUST_000060,GOLD,500,0.1882,13,2025-02-26,,active,2025-01-28 23:01:41.029810
ACC_000295,CUST_000131,PLATINUM,25000,0.1850,26,2024-04-17,,active,2025-06-22 08:28:46.350841
ACC_000296,CUST_000778,BUSINESS,500,0.1596,27,2024-11-17,,active,2025-04-12 07:50:37.951114
ACC_000297,CUST_000266,PLATINUM,15000,0.1972,15,2024-01-19,,active,2026-01-07 23:07:12.696790
ACC_000298,CUST_000495,SILVER,15000,0.2169,28,2024-09-27,,active,2024-07-26 11:42:03.985728
ACC_000299,CUST_000928,SILVER,10000,0.2012,2,2024-11-20,,closed,2024-11-11 23:49:32.268796
ACC_000300,CUST_000284,BUSINESS,1000,0.1997,27,2025-02-28,,active,2025-10-05 02:38:47.335208
ACC_000301,CUST_000757,PLATINUM,10000,0.2043,2,2024-03-16,,active,2024-06-05 00:15:51.778079
ACC_000302,CUST_000725,SILVER,10000,0.1812,25,2024-01-27,,active,2024-07-23 17:03:51.240983
ACC_000303,CUST_000009,SILVER,1000,0.1603,11,2025-02-20,,active,2024-08-18 21:46:06.571091
ACC_000304,CUST_000071,SILVER,5000,0.1645,9,2024-07-29,,active,2025-08-28 09:36:41.656799
ACC_000305,CUST_000263,SILVER,15000,0.2021,3,2024-10-15,,active,2025-03-12 14:12:46.257538
ACC_000306,CUST_000040,PLATINUM,5000,0.1720,17,2024-05-16,,active,2024-01-03 04:43:56.250008
ACC_000307,CUST_000517,GOLD,5000,0.1525,28,2024-12-23,,closed,2024-03-06 00:39:15.463413
ACC_000308,CUST_000945,BUSINESS,1000,0.2371,1,2024-11-06,,active,2024-06-11 21:40:42.353644
ACC_000309,CUST_000884,BUSINESS,25000,0.2133,28,2024-01-03,,active,2024-01-12 12:01:43.911787
ACC_000310,CUST_000536,GOLD,15000,0.1704,15,2024-10-02,,active,2025-01-14 02:35:44.238957
ACC_000311,CUST_000220,SILVER,10000,0.2094,22,2024-09-26,,active,2024-12-15 05:09:03.777109
ACC_000312,CUST_000195,BUSINESS,1000,0.1818,3,2024-08-03,,active,2025-02-26 13:48:44.725469
ACC_000313,CUST_000143,GOLD,2500,0.1616,11,2024-03-25,,active,2025-05-12 04:28:58.743998
ACC_000314,CUST_000270,SILVER,5000,0.1651,21,2024-02-02,,active,2025-01-11 13:51:16.719552
ACC_000315,CUST_000542,BUSINESS,2500,0.2116,21,2024-11-30,,active,2024-05-07 17:27:47.226936
ACC_000316,CUST_000708,PLATINUM,500,0.1769,7,2025-02-03,,active,2026-01-11 05:41:31.865927
ACC_000317,CUST_000953,BUSINESS,2500,0.1729,2,2024-12-04,,active,2024-06-19 08:08:44.276155
ACC_000318,CUST_000130,GOLD,25000,0.1895,21,2024-09-01,,active,2025-07-01 06:12:32.035537
ACC_000319,CUST_000890,PLATINUM,5000,0.1548,21,2024-03-13,,active,2025-05-06 22:31:08.439816
ACC_000320,CUST_000312,PLATINUM,500,0.1579,5,2024-04-07,,active,2025-11-08 11:32:39.097284
ACC_000321,CUST_000768,GOLD,15000,0.2304,17,2024-12-26,,active,2025-05-05 05:13:44.751155
ACC_000322,CUST_000177,PLATINUM,1000,0.2259,24,2024-10-26,,active,2025-09-11 15:35:07.759610
ACC_000323,CUST_000300,GOLD,25000,0.2162,15,2024-02-07,,closed,2024-02-24 03:20:58.698338
ACC_000324,CUST_000420,BUSINESS,1000,0.1800,2,2024-04-29,,active,2025-11-23 01:01:57.200415
ACC_000325,CUST_000867,SILVER,500,0.2207,9,2024-02-27,,active,2025-11-20 14:17:15.655250
ACC_000326,CUST_000857,PLATINUM,15000,0.2337,28,2024-10-19,,active,2024-12-03 09:47:25.420360
ACC_000327,CUST_000777,BUSINESS,5000,0.1645,2,2024-08-11,2025-06-23,active,2024-12-31 18:31:59.872589
ACC_000328,CUST_000504,BUSINESS,1000,0.1838,3,2024-08-24,,active,2026-01-04 02:38:10.212319
ACC_000329,CUST_000984,GOLD,1000,0.2443,15,2024-12-13,,active,2024-11-04 02:43:53.644611
ACC_000330,CUST_000629,GOLD,15000,0.1955,20,2024-01-19,,active,2024-02-21 19:34:53.219781
ACC_000331,CUST_000636,SILVER,5000,0.1923,4,2025-02-27,,active,2026-02-28 19:22:06.256668
ACC_000332,CUST_000048,BUSINESS,5000,0.2234,3,2024-01-22,,active,2025-12-26 10:35:21.426239
ACC_000333,CUST_000879,SILVER,2500,0.1756,9,2024-10-17,,active,2025-12-10 08:33:35.950917
ACC_000334,CUST_000481,BUSINESS,500,0.1737,21,2024-10-20,,active,2024-12-22 01:03:20.201807
ACC_000335,CUST_000713,PLATINUM,1000,0.1867,13,2024-04-19,,active,2025-05-04 02:01:45.159305
ACC_000336,CUST_000598,SILVER,15000,0.2042,4,2024-05-25,,closed,2025-12-09 03:58:02.232273
ACC_000337,CUST_000144,BUSINESS,15000,0.1528,28,2024-02-08,,active,2025-06-27 20:14:39.213302
ACC_000338,CUST_000665,GOLD,5000,0.2409,22,2024-06-23,,active,2025-08-09 02:49:23.819024
ACC_000339,CUST_000151,PLATINUM,10000,0.1684,19,2024-09-09,,active,2025-07-11 14:46:10.701141
ACC_000340,CUST_000644,BUSINESS,1000,0.2012,12,2025-02-22,,active,2025-10-07 09:18:08.850379
ACC_000341,CUST_000490,GOLD,15000,0.2197,20,2024-01-19,,active,2024-12-21 19:20:50.092822
ACC_000342,CUST_000217,SILVER,10000,0.2255,6,2025-01-02,,active,2025-10-09 22:47:53.379655
ACC_000343,CUST_000858,PLATINUM,15000,0.2114,4,2024-03-25,,active,2025-05-19 00:41:10.882028
ACC_000344,CUST_000335,SILVER,5000,0.2200,5,2024-09-23,,active,2025-09-14 12:42:22.489313
ACC_000345,CUST_000678,SILVER,25000,0.1553,6,2024-03-05,,active,2025-02-15 09:12:40.445028
ACC_000346,CUST_000033,GOLD,15000,0.2056,15,2024-10-10,,active,2024-02-23 08:53:58.464636
ACC_000347,CUST_000544,GOLD,5000,0.2087,2,2024-08-29,,active,2025-08-06 20:32:33.112756
ACC_000348,CUST_000727,SILVER,500,0.1595,6,2024-12-15,,active,2024-09-05 14:29:49.530278
ACC_000349,CUST_000634,GOLD,15000,0.2114,20,2024-05-01,,active,2025-09-01 22:29:49.734264
ACC_000350,CUST_000363,SILVER,10000,0.1734,3,2024-07-27,,active,2025-06-30 06:53:35.894015
ACC_000351,CUST_000427,GOLD,2500,0.2183,4,2025-01-21,,active,2024-01-23 22:50:19.095924
ACC_000352,CUST_000961,GOLD,25000,0.2299,14,2024-06-15,,active,2025-11-21 02:34:27.288093
ACC_000353,CUST_000662,PLATINUM,10000,0.1991,25,2024-02-29,,active,2025-10-04 14:06:12.299202
ACC_000354,CUST_000641,BUSINESS,25000,0.2120,18,2025-02-08,,active,2025-01-06 05:19:35.982618
ACC_000355,CUST_000687,BUSINESS,15000,0.1506,23,2024-12-24,,active,2025-01-17 07:16:27.593791
ACC_000356,CUST_000699,PLATINUM,2500,0.2181,5,2024-11-18,,active,2025-06-15 06:51:56.333515
ACC_000357,CUST_000033,GOLD,500,0.1756,11,2024-03-03,,closed,2025-12-10 02:36:01.028981
ACC_000358,CUST_000157,PLATINUM,2500,0.1507,13,2024-03-08,2024-01-17,active,2024-10-28 06:47:48.496826
ACC_000359,CUST_000823,BUSINESS,5000,0.1756,10,2024-08-05,,active,2025-04-08 12:08:30.134503
ACC_000360,CUST_000323,BUSINESS,15000,0.1597,9,2024-10-20,,active,2025-08-27 05:53:23.635226
ACC_000361,CUST_000210,BUSINESS,25000,0.1586,22,2024-07-08,,active,2024-08-16 04:31:00.559137
ACC_000362,CUST_000286,PLATINUM,500,0.2040,5,2024-11-23,,active,2025-11-27 20:58:52.965093
ACC_000363,CUST_000407,BUSINESS,10000,0.1973,22,2024-06-28,,active,2025-03-03 15:53:00.040776
ACC_000364,CUST_000166,BUSINESS,1000,0.1857,1,2024-02-22,,active,2024-01-09 02:09:02.051967
ACC_000365,CUST_000485,GOLD,2500,0.2459,12,2024-12-29,,active,2024-02-29 21:36:20.679058
ACC_000366,CUST_000739,BUSINESS,5000,0.2039,27,2024-09-17,,active,2025-10-19 20:31:04.189901
ACC_000367,CUST_000204,BUSINESS,1000,0.2117,19,2024-02-23,,active,2024-03-15 02:53:40.625879
ACC_000368,CUST_000759,SILVER,25000,0.2286,5,2024-03-29,,active,2025-02-10 02:23:55.725195
ACC_000369,CUST_000353,PLATINUM,5000,0.1794,27,2024-06-18,,active,2024-07-27 09:54:07.631602
ACC_000370,CUST_000914,BUSINESS,2500,0.2290,26,2024-10-21,,active,2024-01-30 05:17:01.795624
ACC_000371,CUST_000935,GOLD,1000,0.1989,13,2024-07-23,2025-02-28,active,2024-07-17 09:01:07.776131
ACC_000372,CUST_000223,PLATINUM,15000,0.2060,23,2024-02-24,,active,2025-07-29 02:58:46.196853
ACC_000373,CUST_000108,BUSINESS,500,0.2064,9,2025-01-31,,active,2024-10-01 03:39:22.180405
ACC_000374,CUST_000479,SILVER,10000,0.2111,17,2025-01-06,,active,2025-02-20 06:26:45.350715
ACC_000375,CUST_000199,SILVER,2500,0.1539,22,2024-10-01,,active,2024-12-06 05:43:25.378973
ACC_000376,CUST_000324,BUSINESS,2500,0.1880,24,2024-04-13,2024-06-05,active,2026-02-24 13:02:50.130027
ACC_000377,CUST_000301,PLATINUM,15000,0.1782,8,2024-01-15,,active,2025-09-22 03:52:15.040142
ACC_000378,CUST_000853,PLATINUM,5000,0.1830,2,2025-02-21,,active,2026-01-08 17:54:40.573777
ACC_000379,CUST_000304,GOLD,5000,0.2258,24,2024-12-26,,active,2024-07-02 21:19:26.201279
ACC_000380,CUST_000531,BUSINESS,500,0.1748,25,2024-10-14,,active,2024-03-07 07:27:33.685792
ACC_000381,CUST_000278,BUSINESS,15000,0.1933,1,2024-10-12,,active,2024-05-05 03:44:57.033030
ACC_000382,CUST_000612,GOLD,5000,0.1988,22,2024-04-22,,active,2024-08-25 02:11:09.422279
ACC_000383,CUST_000206,BUSINESS,25000,0.1656,14,2024-06-20,,active,2024-01-09 15:31:01.298415
ACC_000384,CUST_000236,PLATINUM,2500,0.1675,14,2024-03-29,,active,2024-09-14 19:37:10.689137
ACC_000385,CUST_000580,GOLD,5000,0.2196,27,2024-04-15,,active,2024-11-20 20:33:29.652794
ACC_000386,CUST_000447,BUSINESS,10000,0.2431,13,2024-10-06,,active,2026-01-16 08:59:10.179178
ACC_000387,CUST_000508,SILVER,25000,0.2011,17,2024-02-13,,active,2025-07-24 13:23:42.775481
ACC_000388,CUST_000150,BUSINESS,10000,0.2430,27,2024-04-13,,active,2024-11-17 13:49:14.201997
ACC_000389,CUST_000028,PLATINUM,1000,0.2330,25,2024-06-02,,active,2025-02-04 13:21:19.271328
ACC_000390,CUST_000064,GOLD,5000,0.2095,1,2025-01-21,,active,2025-07-27 12:34:45.160127
ACC_000391,CUST_000043,PLATINUM,500,0.1525,24,2025-02-22,,active,2024-04-16 02:02:24.469218
ACC_000392,CUST_000123,SILVER,15000,0.2030,26,2024-12-13,,active,2024-03-31 15:38:33.920197
ACC_000393,CUST_000803,GOLD,15000,0.2336,18,2024-09-05,,active,2024-01-19 22:05:48.204750
ACC_000394,CUST_000960,SILVER,5000,0.2202,25,2024-10-28,,active,2024-09-30 20:19:15.817462
ACC_000395,CUST_000343,GOLD,5000,0.2446,12,2024-11-21,,active,2024-06-19 19:05:33.209721
ACC_000396,CUST_000356,BUSINESS,5000,0.1618,13,2024-03-10,,active,2026-01-17 19:01:44.974025
ACC_000397,CUST_000814,SILVER,10000,0.1733,8,2024-03-17,,closed,2024-06-24 22:45:43.530069
ACC_000398,CUST_000267,BUSINESS,1000,0.1510,26,2024-12-15,,active,2026-01-12 19:47:56.004491
ACC_000399,CUST_000240,BUSINESS,25000,0.2109,15,2024-08-19,,active,2025-03-26 09:55:49.374410
ACC_000400,CUST_000346,PLATINUM,5000,0.2440,6,2024-03-25,,active,2024-07-23 23:33:49.192986
ACC_000401,CUST_000410,SILVER,1000,0.1890,27,2025-02-19,,active,2024-08-22 09:42:29.708224
ACC_000402,CUST_000876,GOLD,10000,0.1840,5,2024-02-01,,active,2024-03-26 08:56:11.753909
ACC_000403,CUST_000078,BUSINESS,1000,0.2252,6,2024-11-25,2025-06-08,active,2024-05-24 13:05:49.701509
ACC_000404,CUST_000022,GOLD,10000,0.1955,1,2024-07-19,,active,2024-03-18 22:57:33.765453
ACC_000405,CUST_000609,GOLD,25000,0.1610,7,2024-12-22,,active,2024-08-23 00:00:45.795229
ACC_000406,CUST_000856,BUSINESS,500,0.2406,6,2024-02-13,,active,2025-11-13 17:06:44.550683
ACC_000407,CUST_000403,BUSINESS,2500,0.1857,26,2025-01-02,,active,2025-03-29 14:44:31.274668
ACC_000408,CUST_000308,SILVER,5000,0.1863,26,2024-11-19,,active,2025-08-07 01:12:06.430618
ACC_000409,CUST_000047,BUSINESS,1000,0.2420,1,2025-01-07,,active,2025-06-01 22:54:02.643308
ACC_000410,CUST_000765,BUSINESS,1000,0.1798,3,2024-08-29,,closed,2024-12-23 16:50:29.453792
ACC_000411,CUST_000253,SILVER,10000,0.1708,5,2024-03-28,,active,2024-10-05 00:02:50.328764
ACC_000412,CUST_000110,SILVER,5000,0.1643,27,2024-06-17,,active,2025-11-10 09:22:39.676492
ACC_000413,CUST_000871,PLATINUM,500,0.2019,19,2024-10-11,,closed,2024-09-27 01:55:06.245792
ACC_000414,CUST_000685,GOLD,25000,0.2221,6,2024-12-17,,active,2024-07-26 00:35:22.187253
ACC_000415,CUST_000501,BUSINESS,15000,0.1589,24,2024-02-19,,active,2025-12-11 19:35:04.010135
ACC_000416,CUST_000790,PLATINUM,1000,0.2044,10,2024-10-07,,active,2024-06-27 16:03:16.474041
ACC_000417,CUST_000110,PLATINUM,5000,0.1976,27,2024-02-03,,active,2024-12-05 19:43:06.661666
ACC_000418,CUST_000761,BUSINESS,15000,0.2000,14,2024-08-11,,active,2024-10-08 15:59:54.336841
ACC_000419,CUST_000388,GOLD,2500,0.1565,6,2025-02-18,,active,2024-07-26 07:25:34.154571
ACC_000420,CUST_000662,BUSINESS,1000,0.2170,23,2024-10-06,,active,2026-02-06 12:26:46.048516
ACC_000421,CUST_000806,BUSINESS,10000,0.2237,9,2024-08-08,,active,2025-05-03 13:03:43.612056
ACC_000422,CUST_000554,BUSINESS,10000,0.2321,10,2024-10-25,,active,2025-10-21 21:54:13.857618
ACC_000423,CUST_000181,PLATINUM,2500,0.1562,2,2024-01-06,,active,2024-04-26 05:19:08.577888
ACC_000424,CUST_000691,PLATINUM,15000,0.2218,18,2024-07-04,,active,2025-03-19 17:15:26.205807
ACC_000425,CUST_000465,PLATINUM,25000,0.1850,18,2025-02-01,,active,2024-07-02 11:29:19.599122
ACC_000426,CUST_000766,BUSINESS,5000,0.2214,24,2024-01-07,,active,2025-10-11 06:05:37.758763
ACC_000427,CUST_000142,PLATINUM,5000,0.1929,20,2024-04-02,,active,2025-01-08 04:28:23.819533
ACC_000428,CUST_000310,GOLD,10000,0.2294,16,2024-09-25,,active,2025-04-30 23:38:53.817242
ACC_000429,CUST_000476,SILVER,15000,0.2158,4,2024-07-02,,active,2024-05-21 14:41:10.444411
ACC_000430,CUST_000809,GOLD,10000,0.1867,25,2024-10-10,,active,2025-07-20 16:48:27.601455
ACC_000431,CUST_000929,PLATINUM,1000,0.2068,10,2024-08-25,,closed,2024-10-09 05:53:43.445225
ACC_000432,CUST_000715,SILVER,15000,0.1847,6,2025-01-17,,active,2024-06-08 21:56:06.723384
ACC_000433,CUST_000198,SILVER,5000,0.2473,14,2024-03-11,,closed,2025-07-09 22:41:57.509871
ACC_000434,CUST_000897,SILVER,1000,0.2399,11,2024-02-26,,active,2026-02-08 00:47:37.277302
ACC_000435,CUST_000897,BUSINESS,1000,0.1843,4,2024-12-30,,active,2025-11-01 16:02:35.582766
ACC_000436,CUST_000493,GOLD,5000,0.2334,4,2024-07-02,,active,2025-08-24 01:09:52.263523
ACC_000437,CUST_000653,GOLD,25000,0.1809,3,2025-01-16,,active,2025-02-12 16:58:49.702089
ACC_000438,CUST_000181,SILVER,15000,0.2144,6,2024-04-28,,active,2025-10-04 18:02:47.252717
ACC_000439,CUST_000864,GOLD,10000,0.2345,23,2024-02-14,,active,2024-04-19 18:47:05.939816
ACC_000440,CUST_000668,PLATINUM,5000,0.1637,13,2024-07-15,,active,2026-02-11 02:17:39.166953
ACC_000441,CUST_000460,PLATINUM,5000,0.1867,6,2024-12-11,,active,2024-04-28 12:29:08.549227
ACC_000442,CUST_000705,GOLD,500,0.2130,26,2024-03-12,,active,2025-08-15 19:10:09.898708
ACC_000443,CUST_000305,PLATINUM,10000,0.1602,2,2024-08-09,,active,2024-09-22 12:52:01.398544
ACC_000444,CUST_000112,PLATINUM,1000,0.1813,12,2024-12-31,,active,2025-01-29 16:18:15.806091
ACC_000445,CUST_000941,BUSINESS,10000,0.2307,25,2024-01-07,,active,2024-07-05 22:53:16.360651
ACC_000446,CUST_000452,PLATINUM,15000,0.2132,28,2024-07-03,,active,2024-03-30 00:09:13.192868
ACC_000447,CUST_000823,BUSINESS,10000,0.1913,17,2024-06-28,,active,2025-10-20 22:28:04.764665
ACC_000448,CUST_000121,GOLD,1000,0.2298,6,2024-05-30,,active,2025-04-25 04:54:13.373624
ACC_000449,CUST_000195,SILVER,2500,0.2190,14,2024-01-10,,active,2025-07-21 10:17:09.140489
ACC_000450,CUST_000727,GOLD,500,0.2020,16,2024-10-15,,active,2024-07-08 16:48:38.602059
ACC_000451,CUST_000779,BUSINESS,5000,0.2248,23,2024-05-07,,active,2024-02-28 23:50:04.894990
ACC_000452,CUST_000095,SILVER,2500,0.2089,19,2025-01-21,,active,2024-01-02 00:00:23.542684
ACC_000453,CUST_000106,GOLD,2500,0.2312,1,2024-03-04,,active,2026-02-26 01:53:39.476692
ACC_000454,CUST_000275,GOLD,25000,0.2358,6,2024-05-29,,active,2024-07-20 04:04:22.840334
ACC_000455,CUST_000243,GOLD,1000,0.1710,5,2024-09-04,,active,2024-07-30 03:08:21.389068
ACC_000456,CUST_000875,SILVER,25000,0.2001,12,2024-05-19,,active,2026-01-24 08:23:21.180508
ACC_000457,CUST_000897,BUSINESS,5000,0.1597,21,2024-01-02,,active,2025-10-07 08:33:42.497458
ACC_000458,CUST_000478,BUSINESS,15000,0.2260,13,2024-07-28,2026-02-05,active,2024-04-15 12:55:43.136441
ACC_000459,CUST_000215,PLATINUM,5000,0.2101,17,2024-06-16,,active,2024-08-22 15:37:42.702858
ACC_000460,CUST_000720,SILVER,1000,0.1883,15,2024-02-08,,active,2025-06-06 14:41:42.140750
ACC_000461,CUST_000025,PLATINUM,15000,0.2358,5,2025-01-18,,active,2024-12-11 18:49:40.324331
ACC_000462,CUST_000190,SILVER,5000,0.1825,19,2024-08-15,2025-09-14,active,2024-07-02 12:07:58.452301
ACC_000463,CUST_000457,PLATINUM,2500,0.2332,16,2025-02-15,,active,2024-11-26 00:31:57.461045
ACC_000464,CUST_000354,SILVER,2500,0.1961,1,2024-04-04,,closed,2024-09-15 09:18:01.145795
ACC_000465,CUST_000082,BUSINESS,10000,0.1698,9,2024-02-06,,active,2024-12-12 16:38:32.562761
ACC_000466,CUST_000365,GOLD,10000,0.2102,25,2025-01-22,,active,2025-04-26 23:48:43.615901
ACC_000467,CUST_000231,PLATINUM,15000,0.1783,16,2024-06-02,,active,2025-09-06 07:05:19.825458
ACC_000468,CUST_000576,GOLD,25000,0.1763,2,2024-02-12,,active,2025-04-25 00:45:17.458807
ACC_000469,CUST_000334,PLATINUM,15000,0.1744,26,2024-02-05,,active,2024-12-08 15:30:26.189026
ACC_000470,CUST_000768,SILVER,10000,0.1593,20,2024-06-26,,active,2025-07-15 19:04:58.602510
ACC_000471,CUST_000502,GOLD,5000,0.1651,7,2024-08-03,,active,2024-04-09 09:02:35.719795
ACC_000472,CUST_000329,BUSINESS,1000,0.2322,12,2024-09-30,,active,2025-06-30 00:55:17.011982
ACC_000473,CUST_000775,PLATINUM,15000,0.2473,17,2025-02-14,,active,2025-04-08 18:20:45.446544
ACC_000474,CUST_000889,PLATINUM,500,0.1731,26,2024-06-08,,active,2024-03-26 19:35:14.653839
ACC_000475,CUST_000481,SILVER,1000,0.1757,2,2024-07-02,,active,2024-01-11 04:51:28.489340
ACC_000476,CUST_000305,SILVER,25000,0.2203,26,2024-11-29,2025-11-22,active,2024-02-04 11:54:58.674943
ACC_000477,CUST_000472,BUSINESS,5000,0.1894,13,2024-02-23,,active,2024-02-14 18:49:52.615904
ACC_000478,CUST_000992,PLATINUM,15000,0.1861,12,2025-02-01,,active,2025-03-25 16:40:26.871211
ACC_000479,CUST_000205,BUSINESS,5000,0.2202,25,2024-04-03,,active,2025-09-18 23:52:03.452744
ACC_000480,CUST_000263,PLATINUM,15000,0.2149,13,2025-02-26,,active,2025-03-02 20:10:04.616367
ACC_000481,CUST_000564,SILVER,25000,0.1619,5,2024-01-19,,active,2024-02-08 00:07:42.969595
ACC_000482,CUST_000795,SILVER,1000,0.2160,12,2024-05-19,,active,2025-09-15 06:57:35.116617
ACC_000483,CUST_000390,SILVER,500,0.2413,4,2024-01-20,,active,2026-01-31 10:57:10.913375
ACC_000484,CUST_000376,SILVER,1000,0.2178,8,2024-03-22,,active,2025-03-11 01:17:00.569829
ACC_000485,CUST_000231,SILVER,25000,0.1894,10,2024-02-04,,active,2024-01-10 05:20:10.573336
ACC_000486,CUST_000483,PLATINUM,15000,0.1706,13,2025-01-05,,active,2025-09-10 23:05:22.864462
ACC_000487,CUST_000958,SILVER,5000,0.2392,16,2024-11-29,,active,2026-01-28 11:16:29.369485
ACC_000488,CUST_000978,SILVER,2500,0.2240,8,2024-07-27,,active,2025-07-30 10:50:25.223263
ACC_000489,CUST_000351,SILVER,500,0.1602,15,2024-11-09,,active,2024-10-26 23:49:15.111649
ACC_000490,CUST_000240,PLATINUM,25000,0.2412,1,2024-11-26,,active,2025-07-25 13:41:32.622854
ACC_000491,CUST_000323,BUSINESS,10000,0.1952,15,2024-10-02,,active,2025-06-17 17:28:08.368324
ACC_000492,CUST_000137,GOLD,1000,0.2102,21,2024-10-01,,active,2024-09-14 06:25:51.459025
ACC_000493,CUST_000382,SILVER,2500,0.2476,13,2024-12-24,,active,2024-08-24 03:47:59.828686
ACC_000494,CUST_000701,GOLD,2500,0.1574,21,2024-08-04,,active,2026-02-14 15:55:24.051495
