payment_id,account_id,payment_date,amount,payment_type,autopay_flag,created_at
PAY_0000367,ACC_000231,2025-08-13,1076.84,ach,False,2025-08-13
PAY_0000368,ACC_001176,2025-08-24,1126.38,wire,True,2025-08-24
PAY_0000369,ACC_000982,2024-10-09,1617.30,online,True,2024-10-09
PAY_0000370,ACC_001162,2025-01-19,1710.80,check,False,2025-01-19
PAY_0000371,ACC_000586,2024-01-30,1198.76,check,False,2024-01-30
PAY_0000372,ACC_000627,2026-02-18,541.15,check,False,2026-02-18
PAY_0000373,ACC_000062,2024-06-25,1968.54,check,False,2024-06-25
PAY_0000374,ACC_001010,2026-02-08,157.40,ach,False,2026-02-08
PAY_0000375,ACC_000584,2024-08-17,1400.64,wire,False,2024-08-17
PAY_0000376,ACC_001123,2024-04-11,1591.21,online,False,2024-04-11
PAY_0000377,ACC_000188,2025-10-04,1871.30,online,False,2025-10-04
PAY_0000378,ACC_000963,2025-12-06,1305.55,online,False,2025-12-06
PAY_0000379,ACC_000086,2026-02-17,1944.13,online,False,2026-02-17
PAY_0000380,ACC_000905,2025-03-24,883.02,check,False,2025-03-24
PAY_0000381,ACC_000231,2025-09-09,1860.02,ach,True,2025-09-09
PAY_0000382,ACC_000259,2024-01-04,161.03,wire,True,2024-01-04
PAY_0000383,ACC_000206,2025-12-15,85.22,wire,False,2025-12-15
PAY_0000384,ACC_001079,2024-06-01,1928.17,check,False,2024-06-01
PAY_0000385,ACC_001165,2024-11-12,1880.92,wire,False,2024-11-12
PAY_0000386,ACC_000475,2024-01-03,1789.81,wire,False,2024-01-03
PAY_0000387,ACC_000620,2024-12-25,396.57,ach,False,2024-12-25
PAY_0000388,ACC_000009,2024-06-15,1038.89,check,False,2024-06-15
PAY_0000389,ACC_000107,2024-07-04,652.61,ach,False,2024-07-04
PAY_0000390,ACC_000333,2026-01-01,1190.01,check,True,2026-01-01
PAY_0000391,ACC_001037,2026-02-19,1447.39,ach,False,2026-02-19
PAY_0000392,ACC_001098,2024-05-18,1468.38,ach,False,2024-05-18
PAY_0000393,ACC_000094,2025-07-26,1191.08,online,True,2025-07-26
PAY_0000394,ACC_001056,2026-01-24,987.14,wire,False,2026-01-24
PAY_0000395,ACC_000129,2026-01-10,263.28,wire,False,2026-01-10
PAY_0000396,ACC_000727,2025-08-17,1242.31,ach,False,2025-08-17
PAY_0000397,ACC_000769,2026-01-24,1121.79,check,False,2026-01-24
PAY_0000398,ACC_000343,2025-04-20,736.18,wire,True,2025-04-20
PAY_0000399,ACC_000901,2025-02-07,1411.68,check,False,2025-02-07
PAY_0000400,ACC_001167,2025-03-18,1891.31,check,False,2025-03-18
PAY_0000401,ACC_001109,2025-03-14,979.58,check,False,2025-03-14
PAY_0000402,ACC_000838,2025-10-09,210.86,ach,False,2025-10-09
PAY_0000403,ACC_001057,2024-03-21,588.89,ach,False,2024-03-21
PAY_0000404,ACC_000940,2024-12-23,462.37,check,False,2024-12-23
PAY_0000405,ACC_001164,2025-09-02,348.31,wire,False,2025-09-02
PAY_0000406,ACC_000967,2026-01-30,1721.81,check,True,2026-01-30
PAY_0000407,ACC_000336,2025-08-06,1464.06,check,False,2025-08-06
PAY_0000408,ACC_000483,2024-01-21,503.50,ach,False,2024-01-21
PAY_0000409,ACC_000693,2025-04-30,1751.81,check,True,2025-04-30
PAY_0000410,ACC_001095,2024-07-14,1758.12,check,True,2024-07-14
PAY_0000411,ACC_001066,2024-11-25,1161.46,wire,True,2024-11-25
PAY_0000412,ACC_000902,2024-06-17,125.12,wire,False,2024-06-17
PAY_0000413,ACC_000835,2025-01-19,349.22,check,True,2025-01-19
PAY_0000414,ACC_000537,2025-01-21,1604.55,wire,True,2025-01-21
PAY_0000415,ACC_001147,2025-10-05,894.33,online,True,2025-10-05
PAY_0000416,ACC_000368,2025-03-05,984.42,ach,True,2025-03-05
PAY_0000417,ACC_000765,2025-08-28,1897.12,check,True,2025-08-28
PAY_0000418,ACC_000593,2025-02-12,1316.14,wire,False,2025-02-12
PAY_0000419,ACC_000132,2025-05-04,753.29,check,True,2025-05-04
PAY_0000420,ACC_000221,2025-05-19,583.60,ach,True,2025-05-19
PAY_0000421,ACC_001040,2024-08-29,520.42,online,True,2024-08-29
PAY_0000422,ACC_000360,2025-01-13,1576.09,check,False,2025-01-13
PAY_0000423,ACC_001114,2025-10-26,1946.22,wire,False,2025-10-26
PAY_0000424,ACC_000522,2025-12-10,376.64,check,False,2025-12-10
PAY_0000425,ACC_000855,2024-08-31,1598.21,check,False,2024-08-31
PAY_0000426,ACC_000240,2025-09-27,94.46,check,False,2025-09-27
PAY_0000427,ACC_000448,2024-11-03,1035.79,wire,False,2024-11-03
PAY_0000428,ACC_000245,2024-12-14,690.27,online,False,2024-12-14
PAY_0000429,ACC_000560,2024-05-09,440.15,check,False,2024-05-09
PAY_0000430,ACC_001033,2024-03-22,1336.67,ach,False,2024-03-22
PAY_0000431,ACC_001146,2024-02-23,1858.27,ach,False,2024-02-23
PAY_0000432,ACC_000869,2024-10-22,532.57,ach,False,2024-10-22
PAY_0000433,ACC_000294,2024-10-28,1565.41,online,True,2024-10-28
PAY_0000434,ACC_000332,2024-04-01,1571.09,wire,False,2024-04-01
PAY_0000435,ACC_000285,2024-06-12,711.69,online,False,2024-06-12
PAY_0000436,ACC_001052,2025-06-24,837.94,wire,True,2025-06-24
PAY_0000437,ACC_000692,2025-04-11,1246.61,online,False,2025-04-11
PAY_0000438,ACC_000072,2024-04-07,1051.67,online,True,2024-04-07
PAY_0000439,ACC_000843,2025-06-11,581.56,wire,False,2025-06-11
PAY_0000440,ACC_000256,2025-09-29,1939.08,wire,False,2025-09-29
PAY_0000441,ACC_000290,2025-05-13,1417.04,wire,False,2025-05-13
PAY_0000442,ACC_000880,2026-02-27,1191.10,online,False,2026-02-27
PAY_0000443,ACC_000729,2024-03-19,604.42,wire,False,2024-03-19
PAY_0000444,ACC_000530,2025-10-08,1952.32,check,False,2025-10-08
PAY_0000445,ACC_000161,2024-04-06,1397.61,online,False,2024-04-06
PAY_0000446,ACC_000643,2025-10-19,1991.44,online,False,2025-10-19
PAY_0000447,ACC_000227,2024-07-12,167.52,check,True,2024-07-12
PAY_0000448,ACC_000949,2024-11-14,874.59,ach,False,2024-11-14
PAY_0000449,ACC_000287,2024-12-18,1230.66,check,True,2024-12-18
PAY_0000450,ACC_000907,2024-03-23,385.49,check,False,2024-03-23
PAY_0000451,ACC_000154,2025-06-16,95.83,online,False,2025-06-16
PAY_0000452,ACC_000092,2025-08-05,124.83,check,False,2025-08-05
PAY_0000453,ACC_000409,2024-07-28,576.92,online,False,2024-07-28
PAY_0000454,ACC_000145,2025-05-11,645.61,online,True,2025-05-11
PAY_0000455,ACC_000595,2025-07-17,445.67,check,False,2025-07-17
PAY_0000456,ACC_000222,2025-10-28,1869.61,check,False,2025-10-28
PAY_0000457,ACC_000809,2025-03-21,762.65,wire,False,2025-03-21
PAY_0000458,ACC_001108,2025-09-26,1857.50,wire,False,2025-09-26
PAY_0000459,ACC_000580,2025-10-04,1576.27,ach,True,2025-10-04
PAY_0000460,ACC_000283,2026-01-22,205.54,online,False,2026-01-22
PAY_0000461,ACC_001018,2025-12-04,342.32,check,False,2025-12-04
PAY_0000462,ACC_000875,2024-05-02,1607.02,online,False,2024-05-02
PAY_0000463,ACC_001080,2024-06-08,1465.67,ach,False,2024-06-08
PAY_0000464,ACC_000553,2026-01-03,1947.30,online,False,2026-01-03
PAY_0000465,ACC_000395,2025-02-08,1500.92,ach,False,2025-02-08
PAY_0000466,ACC_000689,2025-07-01,653.44,check,True,2025-07-01
PAY_0000467,ACC_000518,2024-05-19,887.66,check,False,2024-05-19
PAY_0000468,ACC_000056,2024-09-25,1290.41,online,False,2024-09-25
PAY_0000469,ACC_000851,2025-12-28,1376.41,check,False,2025-12-28
PAY_0000470,ACC_000951,2024-01-20,970.69,ach,True,2024-01-20
PAY_0000471,ACC_001034,2025-05-29,140.35,wire,False,2025-05-29
PAY_0000472,ACC_000351,2024-08-30,1588.69,online,False,2024-08-30
PAY_0000473,ACC_000528,2025-08-15,1128.16,wire,False,2025-08-15
PAY_0000474,ACC_000278,2025-08-31,1097.88,ach,False,2025-08-31
PAY_0000475,ACC_000884,2025-05-12,580.80,online,False,2025-05-12
PAY_0000476,ACC_000843,2025-07-18,1089.30,wire,False,2025-07-18
PAY_0000477,ACC_000461,2025-09-11,1974.52,ach,True,2025-09-11
PAY_0000478,ACC_000565,2024-05-26,627.57,check,False,2024-05-26
PAY_0000479,ACC_000252,2026-01-22,1534.53,wire,True,2026-01-22
PAY_0000480,ACC_000500,2024-12-05,954.29,check,False,2024-12-05
PAY_0000481,ACC_000333,2024-04-08,197.29,wire,False,2024-04-08
PAY_0000482,ACC_000200,2025-03-09,1687.91,wire,False,2025-03-09
PAY_0000483,ACC_000349,2025-07-02,811.86,wire,False,2025-07-02
PAY_0000484,ACC_000282,2025-07-31,101.73,check,False,2025-07-31
PAY_0000485,ACC_000634,2025-09-14,1055.40,wire,False,2025-09-14
PAY_0000486,ACC_000393,2024-05-03,1697.89,online,True,2024-05-03
PAY_0000487,ACC_000767,2025-07-21,840.01,online,False,2025-07-21
PAY_0000488,ACC_000984,2025-10-31,1013.39,check,False,2025-10-31
PAY_0000489,ACC_000409,2025-08-16,377.81,ach,False,2025-08-16
PAY_0000490,ACC_000965,2026-01-25,1884.42,online,False,2026-01-25
PAY_0000491,ACC_000107,2024-10-13,318.02,online,False,2024-10-13
PAY_0000492,ACC_000247,2026-02-12,265.64,check,False,2026-02-12
PAY_0000493,ACC_001146,2024-01-23,659.36,wire,False,2024-01-23
PAY_0000494,ACC_000583,2025-04-07,767.38,wire,False,2025-04-07
PAY_0000495,ACC_000833,2024-11-30,1071.59,wire,False,2024-11-30
PAY_0000496,ACC_000249,2024-08-08,162.24,online,False,2024-08-08
PAY_0000497,ACC_000205,2025-03-19,57.85,online,False,2025-03-19
PAY_0000498,ACC_000463,2026-02-28,1328.15,ach,False,2026-02-28
PAY_0000499,ACC_001189,2024-01-18,597.89,online,False,2024-01-18
PAY_0000500,ACC_000327,2025-06-22,889.04,check,True,2025-06-22
PAY_0000501,ACC_000691,2024-11-26,454.14,wire,False,2024-11-26
PAY_0000502,ACC_001190,2024-05-30,794.27,ach,False,2024-05-30
PAY_0000503,ACC_000341,2024-10-01,215.67,check,False,2024-10-01
PAY_0000504,ACC_001024,2024-10-07,1458.82,wire,False,2024-10-07
PAY_0000505,ACC_001133,2024-05-20,742.58,ach,True,2024-05-20
PAY_0000506,ACC_000511,2025-06-04,785.17,ach,False,2025-06-04
PAY_0000507,ACC_000660,2025-11-27,1651.25,check,False,2025-11-27
PAY_0000508,ACC_000874,2024-11-09,427.07,check,False,2024-11-09
PAY_0000509,ACC_001071,2025-08-04,236.78,ach,True,2025-08-04
PAY_0000510,ACC_000521,2024-02-16,1833.58,wire,False,2024-02-16
PAY_0000511,ACC_000277,2024-01-27,333.34,ach,False,2024-01-27
PAY_0000512,ACC_000205,2024-02-09,882.58,check,False,2024-02-09
PAY_0000513,ACC_000627,2024-09-24,1145.42,ach,True,2024-09-24
PAY_0000514,ACC_000478,2025-04-11,917.54,ach,True,2025-04-11
PAY_0000515,ACC_000721,2024-04-24,417.85,online,False,2024-04-24
PAY_0000516,ACC_000436,2024-09-08,248.57,wire,True,2024-09-08
PAY_0000517,ACC_000936,2024-03-29,1553.33,wire,False,2024-03-29
PAY_0000518,ACC_000522,2025-08-10,398.90,wire,False,2025-08-10
PAY_0000519,ACC_000321,2025-06-14,975.74,online,False,2025-06-14
PAY_0000520,ACC_000874,2025-09-29,338.12,check,False,2025-09-29
PAY_0000521,ACC_000089,2025-10-17,754.14,check,False,2025-10-17
PAY_0000522,ACC_001153,2025-07-07,1898.19,check,False,2025-07-07
PAY_0000523,ACC_000075,2026-02-27,1124.53,online,True,2026-02-27
PAY_0000524,ACC_001020,2024-09-23,535.29,wire,True,2024-09-23
PAY_0000525,ACC_000194,2024-07-29,1354.30,ach,False,2024-07-29
PAY_0000526,ACC_001002,2024-05-12,410.02,check,False,2024-05-12
PAY_0000527,ACC_000153,2026-02-08,1497.82,wire,False,2026-02-08
PAY_0000528,ACC_000153,2025-01-31,97.69,check,False,2025-01-31
PAY_0000529,ACC_001168,2024-05-15,1792.36,check,False,2024-05-15
PAY_0000530,ACC_000904,2025-07-06,1379.45,online,True,2025-07-06
PAY_0000531,ACC_000792,2024-10-29,1683.16,wire,True,2024-10-29
PAY_0000532,ACC_000398,2025-07-21,652.92,online,False,2025-07-21
PAY_0000533,ACC_000782,2025-08-03,73.38,ach,True,2025-08-03
PAY_0000534,ACC_000951,2025-01-23,1391.03,wire,False,2025-01-23
PAY_0000535,ACC_000314,2024-01-26,684.43,ach,True,2024-01-26
PAY_0000536,ACC_000781,2025-02-22,1667.32,wire,True,2025-02-22
PAY_0000537,ACC_000670,2024-12-13,865.78,ach,False,2024-12-13
PAY_0000538,ACC_000701,2025-02-24,1567.65,online,True,2025-02-24
PAY_0000539,ACC_000995,2024-08-19,1701.00,online,True,2024-08-19
PAY_0000540,ACC_000207,2024-03-19,1990.76,ach,False,2024-03-19
PAY_0000541,ACC_001037,2024-06-08,150.07,ach,False,2024-06-08
PAY_0000542,ACC_000903,2024-11-27,1828.80,online,False,2024-11-27
PAY_0000543,ACC_000161,2024-04-10,260.77,online,False,2024-04-10
PAY_0000544,ACC_000609,2024-10-07,1915.34,wire,False,2024-10-07
PAY_0000545,ACC_001052,2024-12-05,532.12,wire,True,2024-12-05
PAY_0000546,ACC_000679,2025-04-07,172.06,check,False,2025-04-07
PAY_0000547,ACC_001018,2024-04-29,257.04,online,False,2024-04-29
PAY_0000548,ACC_000408,2025-05-29,1151.22,wire,False,2025-05-29
PAY_0000549,ACC_000783,2025-10-15,830.99,ach,True,2025-10-15
PAY_0000550,ACC_000123,2024-01-11,1669.05,check,False,2024-01-11
PAY_0000551,ACC_000585,2025-10-05,242.55,online,True,2025-10-05
PAY_0000552,ACC_000501,2025-01-07,1295.76,wire,True,2025-01-07
PAY_0000553,ACC_000692,2025-02-04,964.97,online,False,2025-02-04
PAY_0000554,ACC_001182,2025-08-02,1508.69,ach,False,2025-08-02
PAY_0000555,ACC_000685,2025-03-19,1344.95,check,False,2025-03-19
PAY_0000556,ACC_000630,2024-03-10,1923.63,check,False,2024-03-10
PAY_0000557,ACC_001162,2024-05-10,1325.07,ach,False,2024-05-10
PAY_0000558,ACC_000671,2024-04-08,1643.48,wire,True,2024-04-08
PAY_0000559,ACC_000878,2025-08-22,1547.48,check,True,2025-08-22
PAY_0000560,ACC_000587,2025-03-19,126.09,ach,True,2025-03-19
PAY_0000561,ACC_000576,2024-01-22,588.91,online,False,2024-01-22
PAY_0000562,ACC_000844,2025-01-25,1519.28,wire,True,2025-01-25
PAY_0000563,ACC_000455,2025-11-26,1552.34,wire,True,2025-11-26
PAY_0000564,ACC_001152,2025-06-06,1710.62,online,False,2025-06-06
PAY_0000565,ACC_000631,2024-08-16,206.28,wire,False,2024-08-16
PAY_0000566,ACC_000466,2024-01-30,1921.34,ach,False,2024-01-30
PAY_0000567,ACC_000502,2025-10-18,95.62,wire,False,2025-10-18
PAY_0000568,ACC_000093,2025-02-17,1291.84,online,False,2025-02-17
PAY_0000569,ACC_000029,2025-08-02,169.98,check,False,2025-08-02
PAY_0000570,ACC_000766,2024-06-21,592.37,online,False,2024-06-21
PAY_0000571,ACC_001004,2025-10-19,695.44,check,False,2025-10-19
PAY_0000572,ACC_000108,2025-09-27,1853.62,wire,False,2025-09-27
PAY_0000573,ACC_000977,2024-06-14,1326.55,online,False,2024-06-14
PAY_0000574,ACC_000485,2024-05-29,713.65,check,False,2024-05-29
PAY_0000575,ACC_000211,2024-04-29,309.69,check,False,2024-04-29
PAY_0000576,ACC_000116,2025-12-18,273.75,online,False,2025-12-18
PAY_0000577,ACC_000944,2025-01-28,1692.46,check,False,2025-01-28
PAY_0000578,ACC_000301,2026-01-12,1454.44,ach,False,2026-01-12
PAY_0000579,ACC_000412,2026-02-21,379.82,check,False,2026-02-21
PAY_0000580,ACC_000270,2025-11-12,1340.39,check,False,2025-11-12
PAY_0000581,ACC_000730,2024-01-11,1051.52,ach,False,2024-01-11
PAY_0000582,ACC_001116,2024-02-19,1390.28,online,False,2024-02-19
PAY_0000583,ACC_000267,2024-02-10,483.83,online,False,2024-02-10
PAY_0000584,ACC_000644,2024-05-27,598.85,online,False,2024-05-27
PAY_0000585,ACC_000490,2025-08-03,1274.38,online,True,2025-08-03
PAY_0000586,ACC_001021,2024-10-13,349.40,wire,False,2024-10-13
PAY_0000587,ACC_001078,2024-03-05,424.50,ach,False,2024-03-05
PAY_0000588,ACC_000699,2025-09-28,477.08,check,False,2025-09-28
PAY_0000589,ACC_000520,2024-07-29,877.23,online,False,2024-07-29
PAY_0000590,ACC_000159,2024-06-15,1101.35,online,False,2024-06-15
PAY_0000591,ACC_000459,2025-03-25,978.96,ach,True,2025-03-25
PAY_0000592,ACC_000743,2024-09-04,486.95,ach,False,2024-09-04
PAY_0000593,ACC_000675,2026-01-13,1313.43,check,False,2026-01-13
PAY_0000594,ACC_000873,2024-05-20,1248.63,online,False,2024-05-20
PAY_0000595,ACC_000961,2026-02-05,1795.18,ach,False,2026-02-05
PAY_0000596,ACC_000394,2025-02-08,526.19,wire,False,2025-02-08
PAY_0000597,ACC_000078,2025-10-06,1239.60,wire,False,2025-10-06
PAY_0000598,ACC_000319,2024-12-03,146.45,ach,False,2024-12-03
PAY_0000599,ACC_000591,2024-03-18,802.86,ach,True,2024-03-18
PAY_0000600,ACC_000755,2025-11-16,1800.55,ach,False,2025-11-16
PAY_0000601,ACC_000170,2025-10-18,318.06,ach,True,2025-10-18
PAY_0000602,ACC_000780,2024-12-09,1193.05,ach,False,2024-12-09
PAY_0000603,ACC_000128,2024-10-27,1073.34,online,False,2024-10-27
PAY_0000604,ACC_000742,2025-05-20,1553.72,check,False,2025-05-20
PAY_0000605,ACC_000368,2025-10-22,1238.72,wire,False,2025-10-22
PAY_0000606,ACC_000269,2024-05-24,962.73,ach,False,2024-05-24
PAY_0000607,ACC_000898,2025-08-01,513.73,online,True,2025-08-01
PAY_0000608,ACC_000940,2024-07-20,1915.67,wire,True,2024-07-20
PAY_0000609,ACC_000315,2024-10-14,1841.67,wire,False,2024-10-14
PAY_0000610,ACC_001044,2024-01-23,1826.79,check,True,2024-01-23
PAY_0000611,ACC_000749,2024-03-10,467.55,ach,False,2024-03-10
PAY_0000612,ACC_001152,2026-01-14,1240.87,check,False,2026-01-14
PAY_0000613,ACC_000301,2026-01-13,912.27,ach,True,2026-01-13
PAY_0000614,ACC_000814,2025-05-09,1672.62,ach,False,2025-05-09
PAY_0000615,ACC_000837,2025-10-11,1228.98,ach,True,2025-10-11
PAY_0000616,ACC_001106,2026-01-08,1767.65,ach,False,2026-01-08
PAY_0000617,ACC_000009,2024-01-04,1764.28,ach,True,2024-01-04
PAY_0000618,ACC_000487,2025-11-18,945.56,wire,False,2025-11-18
PAY_0000619,ACC_000867,2025-05-04,1763.54,ach,True,2025-05-04
PAY_0000620,ACC_000893,2025-06-02,1229.19,wire,False,2025-06-02
PAY_0000621,ACC_000932,2024-01-25,176.42,wire,False,2024-01-25
PAY_0000622,ACC_000094,2024-07-06,889.61,wire,True,2024-07-06
PAY_0000623,ACC_000651,2025-05-30,1185.84,online,False,2025-05-30
PAY_0000624,ACC_000886,2024-09-27,1029.20,check,False,2024-09-27
PAY_0000625,ACC_000064,2025-05-28,560.33,online,True,2025-05-28
PAY_0000626,ACC_000659,2025-08-28,1019.22,check,False,2025-08-28
PAY_0000627,ACC_000759,2026-02-27,993.28,check,True,2026-02-27
PAY_0000628,ACC_001142,2025-04-23,816.33,online,True,2025-04-23
PAY_0000629,ACC_000662,2024-06-04,339.28,ach,False,2024-06-04
PAY_0000630,ACC_000452,2025-12-01,947.81,ach,False,2025-12-01
PAY_0000631,ACC_000251,2025-07-03,1874.43,check,False,2025-07-03
PAY_0000632,ACC_000243,2026-02-06,55.73,check,False,2026-02-06
PAY_0000633,ACC_000625,2026-02-19,1526.24,wire,False,2026-02-19
PAY_0000634,ACC_001127,2025-02-22,1560.30,wire,False,2025-02-22
PAY_0000635,ACC_000094,2025-01-09,73.44,wire,False,2025-01-09
PAY_0000636,ACC_000143,2025-02-03,1840.12,check,False,2025-02-03
PAY_0000637,ACC_001107,2024-08-24,1914.99,online,False,2024-08-24
PAY_0000638,ACC_000096,2025-07-27,331.12,ach,False,2025-07-27
PAY_0000639,ACC_000097,2025-02-02,1627.14,ach,False,2025-02-02
PAY_0000640,ACC_000121,2024-11-10,827.11,check,False,2024-11-10
PAY_0000641,ACC_000663,2025-01-29,814.65,ach,False,2025-01-29
PAY_0000642,ACC_000405,2025-02-18,1483.28,check,False,2025-02-18
PAY_0000643,ACC_000993,2025-03-28,751.26,online,False,2025-03-28
PAY_0000644,ACC_000376,2025-09-01,482.06,online,False,2025-09-01
PAY_0000645,ACC_000212,2025-02-05,1504.47,online,True,2025-02-05
PAY_0000646,ACC_000099,2024-02-24,1612.56,wire,False,2024-02-24
PAY_0000647,ACC_000685,2024-11-05,1295.21,ach,False,2024-11-05
PAY_0000648,ACC_001044,2024-07-12,530.74,wire,False,2024-07-12
PAY_0000649,ACC_000044,2025-10-24,389.10,online,True,2025-10-24
PAY_0000650,ACC_000414,2026-02-16,1632.75,wire,False,2026-02-16
PAY_0000651,ACC_000041,2026-02-18,871.58,wire,False,2026-02-18
PAY_0000652,ACC_000590,2024-11-05,101.26,ach,False,2024-11-05
PAY_0000653,ACC_000789,2025-01-29,924.91,wire,False,2025-01-29
PAY_0000654,ACC_000771,2024-09-17,1273.02,check,False,2024-09-17
PAY_0000655,ACC_000750,2024-12-01,253.30,check,True,2024-12-01
PAY_0000656,ACC_000873,2024-05-28,1740.53,ach,True,2024-05-28
PAY_0000657,ACC_000808,2024-06-24,844.73,wire,True,2024-06-24
PAY_0000658,ACC_000912,2025-01-24,1536.78,ach,True,2025-01-24
PAY_0000659,ACC_001055,2024-07-13,584.23,ach,True,2024-07-13
PAY_0000660,ACC_000510,2024-12-01,1392.43,wire,False,2024-12-01
PAY_0000661,ACC_000240,2024-02-25,1340.08,ach,False,2024-02-25
PAY_0000662,ACC_001030,2024-03-18,1600.05,online,False,2024-03-18
PAY_0000663,ACC_001026,2025-03-19,1657.06,wire,False,2025-03-19
PAY_0000664,ACC_000898,2025-06-20,1109.22,wire,False,2025-06-20
PAY_0000665,ACC_000724,2024-04-09,753.43,wire,False,2024-04-09
PAY_0000666,ACC_000060,2025-02-15,518.83,check,False,2025-02-15
PAY_0000667,ACC_000748,2025-01-09,1499.29,check,False,2025-01-09
PAY_0000668,ACC_001087,2025-04-07,1852.09,wire,False,2025-04-07
PAY_0000669,ACC_000984,2024-03-22,849.36,ach,False,2024-03-22
PAY_0000670,ACC_000636,2024-09-06,1420.51,check,False,2024-09-06
PAY_0000671,ACC_000662,2026-01-13,787.40,online,False,2026-01-13
PAY_0000672,ACC_000524,2025-08-31,409.22,ach,False,2025-08-31
PAY_0000673,ACC_000074,2026-02-24,517.74,ach,False,2026-02-24
PAY_0000674,ACC_000988,2024-05-04,1082.85,online,False,2024-05-04
PAY_0000675,ACC_000661,2025-05-12,600.14,wire,False,2025-05-12
PAY_0000676,ACC_000476,2024-07-24,1155.05,ach,True,2024-07-24
PAY_0000677,ACC_000349,2025-11-14,1459.81,ach,False,2025-11-14
PAY_0000678,ACC_000191,2024-08-01,1153.85,check,False,2024-08-01
PAY_0000679,ACC_000084,2025-05-16,427.06,wire,True,2025-05-16
PAY_0000680,ACC_000340,2025-04-16,418.45,wire,False,2025-04-16
PAY_0000681,ACC_000238,2024-02-08,991.33,online,False,2024-02-08
PAY_0000682,ACC_000507,2024-12-26,210.01,ach,False,2024-12-26
PAY_0000683,ACC_000159,2024-11-08,1487.08,check,False,2024-11-08
PAY_0000684,ACC_000341,2025-02-16,699.95,wire,False,2025-02-16
PAY_0000685,ACC_000994,2024-09-11,1537.60,wire,False,2024-09-11
PAY_0000686,ACC_001172,2024-03-17,1248.87,wire,False,2024-03-17
PAY_0000687,ACC_000141,2025-08-16,85.60,online,False,2025-08-16
PAY_0000688,ACC_000085,2025-07-25,646.44,check,True,2025-07-25
PAY_0000689,ACC_001006,2024-02-04,998.07,ach,False,2024-02-04
PAY_0000690,ACC_000896,2024-08-22,1022.20,ach,False,2024-08-22
PAY_0000691,ACC_000310,2025-03-18,954.79,ach,False,2025-03-18
PAY_0000692,ACC_001145,2025-03-26,768.51,online,False,2025-03-26
PAY_0000693,ACC_000813,2025-09-18,191.82,wire,False,2025-09-18
PAY_0000694,ACC_001007,2025-07-13,1514.97,check,False,2025-07-13
PAY_0000695,ACC_001116,2024-04-27,1206.01,online,False,2024-04-27
PAY_0000696,ACC_000603,2025-10-25,1359.52,wire,True,2025-10-25
PAY_0000697,ACC_000793,2024-10-28,505.36,wire,False,2024-10-28
PAY_0000698,ACC_000648,2024-12-26,702.01,wire,False,2024-12-26
PAY_0000699,ACC_000679,2025-06-01,1592.93,online,False,2025-06-01
PAY_0000700,ACC_001083,2024-02-24,1407.68,wire,False,2024-02-24
PAY_0000701,ACC_000628,2025-04-16,1414.14,check,False,2025-04-16
PAY_0000702,ACC_000363,2024-09-14,113.95,ach,True,2024-09-14
PAY_0000703,ACC_000960,2024-01-14,430.56,ach,True,2024-01-14
PAY_0000704,ACC_000879,2024-12-26,270.73,wire,True,2024-12-26
PAY_0000705,ACC_000466,2025-11-17,1464.86,wire,False,2025-11-17
PAY_0000706,ACC_000396,2026-02-17,844.81,online,False,2026-02-17
PAY_0000707,ACC_001064,2025-07-10,400.60,online,False,2025-07-10
PAY_0000708,ACC_000826,2025-02-15,1564.66,ach,False,2025-02-15
PAY_0000709,ACC_000215,2025-10-14,1024.28,check,True,2025-10-14
PAY_0000710,ACC_000333,2025-12-11,809.43,ach,False,2025-12-11
PAY_0000711,ACC_000827,2024-03-12,351.94,online,False,2024-03-12
PAY_0000712,ACC_000643,2024-07-12,1460.37,check,True,2024-07-12
PAY_0000713,ACC_000310,2025-06-11,1567.70,wire,True,2025-06-11
PAY_0000714,ACC_000501,2024-09-26,1329.98,ach,False,2024-09-26
PAY_0000715,ACC_000251,2025-06-02,1182.18,ach,False,2025-06-02
PAY_0000716,ACC_000868,2025-03-19,1963.41,wire,False,2025-03-19
PAY_0000717,ACC_000619,2024-08-05,931.18,online,True,2024-08-05
PAY_0000718,ACC_000321,2025-01-08,396.53,check,False,2025-01-08
PAY_0000719,ACC_000757,2025-07-11,170.55,wire,True,2025-07-11
PAY_0000720,ACC_001036,2024-11-26,299.07,online,True,2024-11-26
PAY_0000721,ACC_000652,2024-07-07,997.06,ach,False,2024-07-07
PAY_0000722,ACC_000439,2025-07-08,1161.14,ach,True,2025-07-08
PAY_0000723,ACC_000092,2024-02-07,788.82,online,False,2024-02-07
PAY_0000724,ACC_000931,2025-08-26,1269.96,ach,False,2025-08-26
PAY_0000725,ACC_000763,2025-10-28,1703.52,wire,False,2025-10-28
PAY_0000726,ACC_001060,2025-01-23,1932.48,check,True,2025-01-23
PAY_0000727,ACC_001073,2025-10-23,100.29,online,True,2025-10-23
PAY_0000728,ACC_000649,2025-03-08,1238.58,online,False,2025-03-08
PAY_0000729,ACC_001156,2025-09-07,1732.77,ach,False,2025-09-07
PAY_0000730,ACC_000692,2026-01-30,853.77,online,False,2026-01-30
PAY_0000731,ACC_000365,2025-04-23,1677.59,online,False,2025-04-23
PAY_0000732,ACC_001161,2024-10-25,164.18,online,True,2024-10-25
PAY_0000733,ACC_000716,2025-11-03,613.56,check,True,2025-11-03
