payment_id,account_id,customer_id,country_code,legal_entity,payment_date,due_date,statement_month,minimum_due,total_due,payment_amount,payment_method,payment_channel,payment_status,overdue_days,late_fee,reference_number,created_at
PAY_00001941,ACC_0000163,CUST_000136,SG,SG_BANK,2025-05-04 00:00:00,2025-04-21,2025-03,110.78,3692.71,110.78,bank_transfer,internet_banking,overdue,13,25.0,PREF000000001942,2025-05-04 00:00:00
PAY_00001942,ACC_0000163,CUST_000136,SG,SG_BANK,2025-05-13 00:00:00,2025-05-21,2025-04,219.78,7326.04,7326.04,online_banking,mobile_app,paid_full,0,0.0,PREF000000001943,2025-05-13 00:00:00
PAY_00001943,ACC_0000163,CUST_000136,SG,SG_BANK,2025-06-21 00:00:00,2025-06-21,2025-05,50.0,907.13,432.99,cheque,branch,paid_partial,0,0.0,PREF000000001944,2025-06-21 00:00:00
PAY_00001944,ACC_0000163,CUST_000136,SG,SG_BANK,2025-07-14 00:00:00,2025-07-21,2025-06,117.23,3907.79,3233.69,online_banking,internet_banking,paid_partial,0,0.0,PREF000000001945,2025-07-14 00:00:00
PAY_00001945,ACC_0000163,CUST_000136,SG,SG_BANK,2025-08-14 00:00:00,2025-08-21,2025-07,143.42,4780.7,2380.99,online_banking,atm,paid_partial,0,0.0,PREF000000001946,2025-08-14 00:00:00
PAY_00001946,ACC_0000163,CUST_000136,SG,SG_BANK,2025-09-18 00:00:00,2025-09-21,2025-08,161.47,5382.18,4417.07,online_banking,branch,paid_partial,0,0.0,PREF000000001947,2025-09-18 00:00:00
PAY_00001947,ACC_0000163,CUST_000136,SG,SG_BANK,2025-10-19 00:00:00,2025-10-21,2025-09,170.53,5684.17,5684.17,bank_transfer,atm,paid_full,0,0.0,PREF000000001948,2025-10-19 00:00:00
PAY_00001948,ACC_0000163,CUST_000136,SG,SG_BANK,2025-11-15 00:00:00,2025-11-21,2025-10,63.41,2113.83,2113.83,giro,mobile_app,paid_full,0,0.0,PREF000000001949,2025-11-15 00:00:00
PAY_00001949,ACC_0000163,CUST_000136,SG,SG_BANK,2025-12-15 00:00:00,2025-12-21,2025-11,142.47,4748.98,2272.97,cheque,internet_banking,paid_partial,0,0.0,PREF000000001950,2025-12-15 00:00:00
PAY_00001950,ACC_0000163,CUST_000136,SG,SG_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,185.99,6199.76,6199.76,giro,atm,paid_full,0,0.0,PREF000000001951,2025-12-28 00:00:00
PAY_00001951,ACC_0000164,CUST_000137,SG,SG_BANK,2025-02-19 00:00:00,2025-02-21,2025-01,391.77,13059.15,13059.15,online_banking,atm,paid_full,0,0.0,PREF000000001952,2025-02-19 00:00:00
PAY_00001952,ACC_0000164,CUST_000137,SG,SG_BANK,2025-04-24 00:00:00,2025-03-21,2025-02,105.36,3511.96,0.0,cheque,internet_banking,overdue,34,25.0,PREF000000001953,2025-04-24 00:00:00
PAY_00001953,ACC_0000164,CUST_000137,SG,SG_BANK,2025-04-15 00:00:00,2025-04-21,2025-03,198.25,6608.39,6608.39,cheque,branch,paid_full,0,0.0,PREF000000001954,2025-04-15 00:00:00
PAY_00001954,ACC_0000164,CUST_000137,SG,SG_BANK,2025-05-18 00:00:00,2025-05-21,2025-04,53.98,1799.48,1799.48,bank_transfer,branch,paid_full,0,0.0,PREF000000001955,2025-05-18 00:00:00
PAY_00001955,ACC_0000164,CUST_000137,SG,SG_BANK,2025-06-21 00:00:00,2025-06-21,2025-05,109.65,3655.06,3276.22,online_banking,branch,paid_partial,0,0.0,PREF000000001956,2025-06-21 00:00:00
PAY_00001956,ACC_0000164,CUST_000137,SG,SG_BANK,2025-07-15 00:00:00,2025-07-21,2025-06,50.0,1634.66,1634.66,giro,branch,paid_full,0,0.0,PREF000000001957,2025-07-15 00:00:00
PAY_00001957,ACC_0000164,CUST_000137,SG,SG_BANK,2025-08-15 00:00:00,2025-08-21,2025-07,50.0,1478.1,1478.1,online_banking,branch,paid_full,0,0.0,PREF000000001958,2025-08-15 00:00:00
PAY_00001958,ACC_0000164,CUST_000137,SG,SG_BANK,2025-09-17 00:00:00,2025-09-21,2025-08,73.4,2446.66,1182.46,bank_transfer,mobile_app,paid_partial,0,0.0,PREF000000001959,2025-09-17 00:00:00
PAY_00001959,ACC_0000164,CUST_000137,SG,SG_BANK,2025-10-16 00:00:00,2025-10-21,2025-09,61.15,2038.18,2038.18,bank_transfer,mobile_app,paid_full,0,0.0,PREF000000001960,2025-10-16 00:00:00
PAY_00001960,ACC_0000164,CUST_000137,SG,SG_BANK,2025-11-16 00:00:00,2025-11-21,2025-10,76.22,2540.75,2540.75,online_banking,branch,paid_full,0,0.0,PREF000000001961,2025-11-16 00:00:00
PAY_00001961,ACC_0000164,CUST_000137,SG,SG_BANK,2025-12-18 00:00:00,2025-12-21,2025-11,136.87,4562.27,4562.27,cheque,internet_banking,paid_full,0,0.0,PREF000000001962,2025-12-18 00:00:00
PAY_00001962,ACC_0000164,CUST_000137,SG,SG_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,67.03,2234.5,67.03,cheque,branch,overdue,23,25.0,PREF000000001963,2025-12-28 00:00:00
PAY_00001963,ACC_0000165,CUST_000137,SG,SG_BANK,2025-02-19 00:00:00,2025-02-21,2025-01,553.38,18445.84,553.38,cheque,internet_banking,paid_minimum,0,0.0,PREF000000001964,2025-02-19 00:00:00
PAY_00001964,ACC_0000165,CUST_000137,SG,SG_BANK,2025-03-18 00:00:00,2025-03-21,2025-02,622.69,20756.36,20756.36,online_banking,branch,paid_full,0,0.0,PREF000000001965,2025-03-18 00:00:00
PAY_00001965,ACC_0000165,CUST_000137,SG,SG_BANK,2025-04-11 00:00:00,2025-04-21,2025-03,66.04,2201.46,2201.46,cheque,branch,paid_full,0,0.0,PREF000000001966,2025-04-11 00:00:00
PAY_00001966,ACC_0000165,CUST_000137,SG,SG_BANK,2025-05-12 00:00:00,2025-05-21,2025-04,52.56,1751.92,1751.92,online_banking,branch,paid_full,0,0.0,PREF000000001967,2025-05-12 00:00:00
PAY_00001967,ACC_0000165,CUST_000137,SG,SG_BANK,2025-06-12 00:00:00,2025-06-21,2025-05,60.56,2018.83,2018.83,cheque,mobile_app,paid_full,0,0.0,PREF000000001968,2025-06-12 00:00:00
PAY_00001968,ACC_0000165,CUST_000137,SG,SG_BANK,2025-07-18 00:00:00,2025-07-21,2025-06,77.33,2577.54,2577.54,giro,mobile_app,paid_full,0,0.0,PREF000000001969,2025-07-18 00:00:00
PAY_00001969,ACC_0000165,CUST_000137,SG,SG_BANK,2025-08-20 00:00:00,2025-08-21,2025-07,50.0,1483.45,1180.3,bank_transfer,mobile_app,paid_partial,0,0.0,PREF000000001970,2025-08-20 00:00:00
PAY_00001970,ACC_0000165,CUST_000137,SG,SG_BANK,2025-09-16 00:00:00,2025-09-21,2025-08,167.7,5590.16,4060.76,cheque,atm,paid_partial,0,0.0,PREF000000001971,2025-09-16 00:00:00
PAY_00001971,ACC_0000165,CUST_000137,SG,SG_BANK,2025-10-11 00:00:00,2025-10-21,2025-09,169.49,5649.76,5649.76,giro,atm,paid_full,0,0.0,PREF000000001972,2025-10-11 00:00:00
PAY_00001972,ACC_0000165,CUST_000137,SG,SG_BANK,2025-11-21 00:00:00,2025-11-21,2025-10,54.87,1828.88,957.08,bank_transfer,atm,paid_partial,0,0.0,PREF000000001973,2025-11-21 00:00:00
PAY_00001973,ACC_0000165,CUST_000137,SG,SG_BANK,2025-12-16 00:00:00,2025-12-21,2025-11,85.74,2858.13,2858.13,online_banking,internet_banking,paid_full,0,0.0,PREF000000001974,2025-12-16 00:00:00
PAY_00001974,ACC_0000165,CUST_000137,SG,SG_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,50.0,1278.51,1278.51,giro,internet_banking,paid_full,0,0.0,PREF000000001975,2025-12-28 00:00:00
PAY_00001975,ACC_0000166,CUST_000138,SG,SG_BANK,2025-02-18 00:00:00,2025-02-21,2025-01,1412.69,47089.6,47089.6,cheque,internet_banking,paid_full,0,0.0,PREF000000001976,2025-02-18 00:00:00
PAY_00001976,ACC_0000166,CUST_000138,SG,SG_BANK,2025-03-14 00:00:00,2025-03-21,2025-02,171.6,5719.96,5719.96,bank_transfer,branch,paid_full,0,0.0,PREF000000001977,2025-03-14 00:00:00
PAY_00001977,ACC_0000166,CUST_000138,SG,SG_BANK,2025-04-20 00:00:00,2025-04-21,2025-03,181.19,6039.71,5046.31,bank_transfer,mobile_app,paid_partial,0,0.0,PREF000000001978,2025-04-20 00:00:00
PAY_00001978,ACC_0000166,CUST_000138,SG,SG_BANK,2025-05-11 00:00:00,2025-05-21,2025-04,114.08,3802.68,3802.68,cheque,atm,paid_full,0,0.0,PREF000000001979,2025-05-11 00:00:00
PAY_00001979,ACC_0000166,CUST_000138,SG,SG_BANK,2025-06-15 00:00:00,2025-06-21,2025-05,91.16,3038.64,3038.64,bank_transfer,mobile_app,paid_full,0,0.0,PREF000000001980,2025-06-15 00:00:00
PAY_00001980,ACC_0000166,CUST_000138,SG,SG_BANK,2025-07-16 00:00:00,2025-07-21,2025-06,146.45,4881.53,4881.53,cheque,atm,paid_full,0,0.0,PREF000000001981,2025-07-16 00:00:00
PAY_00001981,ACC_0000166,CUST_000138,SG,SG_BANK,2025-08-14 00:00:00,2025-08-21,2025-07,140.03,4667.75,4667.75,cheque,mobile_app,paid_full,0,0.0,PREF000000001982,2025-08-14 00:00:00
PAY_00001982,ACC_0000166,CUST_000138,SG,SG_BANK,2025-09-18 00:00:00,2025-09-21,2025-08,144.05,4801.73,4801.73,bank_transfer,atm,paid_full,0,0.0,PREF000000001983,2025-09-18 00:00:00
PAY_00001983,ACC_0000166,CUST_000138,SG,SG_BANK,2025-10-22 00:00:00,2025-10-21,2025-09,119.83,3994.19,119.83,cheque,internet_banking,overdue,1,25.0,PREF000000001984,2025-10-22 00:00:00
PAY_00001984,ACC_0000166,CUST_000138,SG,SG_BANK,2025-11-14 00:00:00,2025-11-21,2025-10,316.34,10544.71,9801.23,bank_transfer,mobile_app,paid_partial,0,0.0,PREF000000001985,2025-11-14 00:00:00
PAY_00001985,ACC_0000166,CUST_000138,SG,SG_BANK,2025-12-22 00:00:00,2025-12-21,2025-11,125.04,4168.15,125.04,bank_transfer,branch,overdue,1,25.0,PREF000000001986,2025-12-22 00:00:00
PAY_00001986,ACC_0000166,CUST_000138,SG,SG_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,321.03,10701.08,7735.28,online_banking,mobile_app,paid_partial,0,0.0,PREF000000001987,2025-12-28 00:00:00
PAY_00001987,ACC_0000167,CUST_000139,SG,SG_BANK,2025-02-15 00:00:00,2025-02-21,2025-01,152.12,5070.76,5070.76,online_banking,mobile_app,paid_full,0,0.0,PREF000000001988,2025-02-15 00:00:00
PAY_00001988,ACC_0000167,CUST_000139,SG,SG_BANK,2025-03-16 00:00:00,2025-03-21,2025-02,50.0,542.1,542.1,bank_transfer,branch,paid_full,0,0.0,PREF000000001989,2025-03-16 00:00:00
PAY_00001989,ACC_0000167,CUST_000139,SG,SG_BANK,2025-04-11 00:00:00,2025-04-21,2025-03,50.0,581.94,581.94,online_banking,mobile_app,paid_full,0,0.0,PREF000000001990,2025-04-11 00:00:00
PAY_00001990,ACC_0000167,CUST_000139,SG,SG_BANK,2025-05-19 00:00:00,2025-05-21,2025-04,50.0,1013.73,601.4,online_banking,internet_banking,paid_partial,0,0.0,PREF000000001991,2025-05-19 00:00:00
PAY_00001991,ACC_0000167,CUST_000139,SG,SG_BANK,2025-06-18 00:00:00,2025-06-21,2025-05,50.0,697.4,229.5,giro,atm,paid_partial,0,0.0,PREF000000001992,2025-06-18 00:00:00
PAY_00001992,ACC_0000167,CUST_000139,SG,SG_BANK,2025-07-15 00:00:00,2025-07-21,2025-06,50.0,1246.36,1246.36,giro,atm,paid_full,0,0.0,PREF000000001993,2025-07-15 00:00:00
PAY_00001993,ACC_0000167,CUST_000139,SG,SG_BANK,2025-08-21 00:00:00,2025-08-21,2025-07,50.0,1217.22,50.0,online_banking,internet_banking,paid_minimum,0,0.0,PREF000000001994,2025-08-21 00:00:00
PAY_00001994,ACC_0000167,CUST_000139,SG,SG_BANK,2025-09-13 00:00:00,2025-09-21,2025-08,89.94,2997.91,2997.91,online_banking,atm,paid_full,0,0.0,PREF000000001995,2025-09-13 00:00:00
PAY_00001995,ACC_0000167,CUST_000139,SG,SG_BANK,2025-11-15 00:00:00,2025-10-21,2025-09,50.0,937.95,50.0,giro,branch,overdue,25,25.0,PREF000000001996,2025-11-15 00:00:00
PAY_00001996,ACC_0000167,CUST_000139,SG,SG_BANK,2025-11-18 00:00:00,2025-11-21,2025-10,55.59,1853.15,1853.15,cheque,branch,paid_full,0,0.0,PREF000000001997,2025-11-18 00:00:00
PAY_00001997,ACC_0000167,CUST_000139,SG,SG_BANK,2025-12-11 00:00:00,2025-12-21,2025-11,50.0,1099.62,1099.62,cheque,branch,paid_full,0,0.0,PREF000000001998,2025-12-11 00:00:00
PAY_00001998,ACC_0000167,CUST_000139,SG,SG_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,50.0,1282.94,835.69,bank_transfer,internet_banking,paid_partial,0,0.0,PREF000000001999,2025-12-28 00:00:00
PAY_00001999,ACC_0000168,CUST_000140,SG,SG_BANK,2025-02-19 00:00:00,2025-02-21,2025-01,168.75,5625.09,168.75,bank_transfer,branch,paid_minimum,0,0.0,PREF000000002000,2025-02-19 00:00:00
PAY_00002000,ACC_0000168,CUST_000140,SG,SG_BANK,2025-03-19 00:00:00,2025-03-21,2025-02,211.49,7049.6,211.49,online_banking,branch,paid_minimum,0,0.0,PREF000000002001,2025-03-19 00:00:00
PAY_00002001,ACC_0000168,CUST_000140,SG,SG_BANK,2025-04-20 00:00:00,2025-04-21,2025-03,337.04,11234.56,337.04,bank_transfer,branch,paid_minimum,0,0.0,PREF000000002002,2025-04-20 00:00:00
PAY_00002002,ACC_0000168,CUST_000140,SG,SG_BANK,2025-05-19 00:00:00,2025-05-21,2025-04,384.55,12818.31,12818.31,bank_transfer,internet_banking,paid_full,0,0.0,PREF000000002003,2025-05-19 00:00:00
PAY_00002003,ACC_0000168,CUST_000140,SG,SG_BANK,2025-07-20 00:00:00,2025-06-21,2025-05,50.0,1575.67,50.0,giro,atm,overdue,29,25.0,PREF000000002004,2025-07-20 00:00:00
PAY_00002004,ACC_0000168,CUST_000140,SG,SG_BANK,2025-08-21 00:00:00,2025-07-21,2025-06,128.38,4279.46,128.38,cheque,internet_banking,overdue,31,25.0,PREF000000002005,2025-08-21 00:00:00
PAY_00002005,ACC_0000168,CUST_000140,SG,SG_BANK,2025-08-11 00:00:00,2025-08-21,2025-07,196.63,6554.35,6554.35,online_banking,mobile_app,paid_full,0,0.0,PREF000000002006,2025-08-11 00:00:00
PAY_00002006,ACC_0000168,CUST_000140,SG,SG_BANK,2025-09-14 00:00:00,2025-09-21,2025-08,59.05,1968.39,691.32,cheque,branch,paid_partial,0,0.0,PREF000000002007,2025-09-14 00:00:00
PAY_00002007,ACC_0000168,CUST_000140,SG,SG_BANK,2025-10-16 00:00:00,2025-10-21,2025-09,85.29,2842.95,1299.5,bank_transfer,mobile_app,paid_partial,0,0.0,PREF000000002008,2025-10-16 00:00:00
PAY_00002008,ACC_0000168,CUST_000140,SG,SG_BANK,2025-11-12 00:00:00,2025-11-21,2025-10,105.44,3514.81,3514.81,cheque,atm,paid_full,0,0.0,PREF000000002009,2025-11-12 00:00:00
PAY_00002009,ACC_0000168,CUST_000140,SG,SG_BANK,2025-12-28 00:00:00,2025-12-21,2025-11,67.95,2264.99,67.95,online_banking,branch,overdue,19,25.0,PREF000000002010,2025-12-28 00:00:00
PAY_00002010,ACC_0000168,CUST_000140,SG,SG_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,157.91,5263.53,157.91,giro,mobile_app,paid_minimum,0,0.0,PREF000000002011,2025-12-28 00:00:00
PAY_00002011,ACC_0000169,CUST_000140,SG,SG_BANK,2025-02-17 00:00:00,2025-02-21,2025-01,359.99,11999.77,5005.73,bank_transfer,atm,paid_partial,0,0.0,PREF000000002012,2025-02-17 00:00:00
PAY_00002012,ACC_0000169,CUST_000140,SG,SG_BANK,2025-03-21 00:00:00,2025-03-21,2025-02,343.86,11461.99,343.86,online_banking,mobile_app,paid_minimum,0,0.0,PREF000000002013,2025-03-21 00:00:00
PAY_00002013,ACC_0000169,CUST_000140,SG,SG_BANK,2025-05-02 00:00:00,2025-04-21,2025-03,390.62,13020.67,390.62,online_banking,mobile_app,overdue,11,25.0,PREF000000002014,2025-05-02 00:00:00
PAY_00002014,ACC_0000169,CUST_000140,SG,SG_BANK,2025-05-20 00:00:00,2025-05-21,2025-04,434.98,14499.28,8882.13,bank_transfer,internet_banking,paid_partial,0,0.0,PREF000000002015,2025-05-20 00:00:00
PAY_00002015,ACC_0000169,CUST_000140,SG,SG_BANK,2025-06-17 00:00:00,2025-06-21,2025-05,229.38,7645.84,2362.02,giro,internet_banking,paid_partial,0,0.0,PREF000000002016,2025-06-17 00:00:00
PAY_00002016,ACC_0000169,CUST_000140,SG,SG_BANK,2025-07-22 00:00:00,2025-07-21,2025-06,251.66,8388.63,251.66,giro,atm,overdue,1,25.0,PREF000000002017,2025-07-22 00:00:00
PAY_00002017,ACC_0000169,CUST_000140,SG,SG_BANK,2025-08-21 00:00:00,2025-08-21,2025-07,296.46,9881.89,8086.03,online_banking,branch,paid_partial,0,0.0,PREF000000002018,2025-08-21 00:00:00
PAY_00002018,ACC_0000169,CUST_000140,SG,SG_BANK,2025-09-29 00:00:00,2025-09-21,2025-08,104.98,3499.38,0.0,giro,mobile_app,overdue,8,25.0,PREF000000002019,2025-09-29 00:00:00
PAY_00002019,ACC_0000169,CUST_000140,SG,SG_BANK,2025-10-15 00:00:00,2025-10-21,2025-09,191.37,6378.87,6378.87,cheque,mobile_app,paid_full,0,0.0,PREF000000002020,2025-10-15 00:00:00
PAY_00002020,ACC_0000169,CUST_000140,SG,SG_BANK,2025-12-28 00:00:00,2025-11-21,2025-10,76.42,2547.21,76.42,giro,atm,overdue,44,25.0,PREF000000002021,2025-12-28 00:00:00
PAY_00002021,ACC_0000169,CUST_000140,SG,SG_BANK,2025-12-28 00:00:00,2025-12-21,2025-11,151.98,5066.04,0.0,giro,internet_banking,overdue,25,25.0,PREF000000002022,2025-12-28 00:00:00
PAY_00002022,ACC_0000169,CUST_000140,SG,SG_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,269.46,8981.96,8981.96,online_banking,internet_banking,paid_full,0,0.0,PREF000000002023,2025-12-28 00:00:00
PAY_00002023,ACC_0000170,CUST_000141,SG,SG_BANK,2025-02-20 00:00:00,2025-02-21,2025-01,2721.4,90713.21,55545.38,bank_transfer,atm,paid_partial,0,0.0,PREF000000002024,2025-02-20 00:00:00
PAY_00002024,ACC_0000170,CUST_000141,SG,SG_BANK,2025-04-19 00:00:00,2025-03-21,2025-02,1205.41,40180.35,1205.41,giro,mobile_app,overdue,29,25.0,PREF000000002025,2025-04-19 00:00:00
PAY_00002025,ACC_0000170,CUST_000141,SG,SG_BANK,2025-04-16 00:00:00,2025-04-21,2025-03,1251.7,41723.17,41723.17,cheque,internet_banking,paid_full,0,0.0,PREF000000002026,2025-04-16 00:00:00
PAY_00002026,ACC_0000170,CUST_000141,SG,SG_BANK,2025-05-13 00:00:00,2025-05-21,2025-04,108.26,3608.77,3608.77,cheque,atm,paid_full,0,0.0,PREF000000002027,2025-05-13 00:00:00
PAY_00002027,ACC_0000170,CUST_000141,SG,SG_BANK,2025-06-18 00:00:00,2025-06-21,2025-05,94.04,3134.69,2346.49,giro,mobile_app,paid_partial,0,0.0,PREF000000002028,2025-06-18 00:00:00
PAY_00002028,ACC_0000170,CUST_000141,SG,SG_BANK,2025-07-14 00:00:00,2025-07-21,2025-06,179.27,5975.75,5975.75,giro,internet_banking,paid_full,0,0.0,PREF000000002029,2025-07-14 00:00:00
PAY_00002029,ACC_0000170,CUST_000141,SG,SG_BANK,2025-08-20 00:00:00,2025-08-21,2025-07,142.87,4762.18,142.87,online_banking,branch,paid_minimum,0,0.0,PREF000000002030,2025-08-20 00:00:00
PAY_00002030,ACC_0000170,CUST_000141,SG,SG_BANK,2025-09-14 00:00:00,2025-09-21,2025-08,218.81,7293.54,4111.76,giro,branch,paid_partial,0,0.0,PREF000000002031,2025-09-14 00:00:00
PAY_00002031,ACC_0000170,CUST_000141,SG,SG_BANK,2025-11-07 00:00:00,2025-10-21,2025-09,281.8,9393.22,281.8,bank_transfer,mobile_app,overdue,17,25.0,PREF000000002032,2025-11-07 00:00:00
PAY_00002032,ACC_0000170,CUST_000141,SG,SG_BANK,2025-11-17 00:00:00,2025-11-21,2025-10,464.48,15482.82,9397.0,cheque,mobile_app,paid_partial,0,0.0,PREF000000002033,2025-11-17 00:00:00
PAY_00002033,ACC_0000170,CUST_000141,SG,SG_BANK,2025-12-19 00:00:00,2025-12-21,2025-11,333.53,11117.51,333.53,giro,mobile_app,paid_minimum,0,0.0,PREF000000002034,2025-12-19 00:00:00
PAY_00002034,ACC_0000170,CUST_000141,SG,SG_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,455.58,15186.09,455.58,giro,mobile_app,overdue,2,25.0,PREF000000002035,2025-12-28 00:00:00
PAY_00002035,ACC_0000171,CUST_000142,SG,SG_BANK,2025-02-20 00:00:00,2025-02-21,2025-01,748.57,24952.46,748.57,cheque,branch,paid_minimum,0,0.0,PREF000000002036,2025-02-20 00:00:00
PAY_00002036,ACC_0000171,CUST_000142,SG,SG_BANK,2025-04-11 00:00:00,2025-03-21,2025-02,758.44,25281.22,758.44,cheque,internet_banking,overdue,21,25.0,PREF000000002037,2025-04-11 00:00:00
PAY_00002037,ACC_0000171,CUST_000142,SG,SG_BANK,2025-04-17 00:00:00,2025-04-21,2025-03,786.73,26224.47,8857.55,giro,mobile_app,paid_partial,0,0.0,PREF000000002038,2025-04-17 00:00:00
PAY_00002038,ACC_0000171,CUST_000142,SG,SG_BANK,2025-05-15 00:00:00,2025-05-21,2025-04,571.06,19035.26,15308.96,bank_transfer,internet_banking,paid_partial,0,0.0,PREF000000002039,2025-05-15 00:00:00
PAY_00002039,ACC_0000171,CUST_000142,SG,SG_BANK,2025-06-15 00:00:00,2025-06-21,2025-05,157.66,5255.2,5255.2,online_banking,mobile_app,paid_full,0,0.0,PREF000000002040,2025-06-15 00:00:00
PAY_00002040,ACC_0000171,CUST_000142,SG,SG_BANK,2025-08-08 00:00:00,2025-07-21,2025-06,50.0,1350.77,50.0,online_banking,internet_banking,overdue,18,25.0,PREF000000002041,2025-08-08 00:00:00
PAY_00002041,ACC_0000171,CUST_000142,SG,SG_BANK,2025-08-20 00:00:00,2025-08-21,2025-07,58.99,1966.43,1073.22,online_banking,atm,paid_partial,0,0.0,PREF000000002042,2025-08-20 00:00:00
PAY_00002042,ACC_0000171,CUST_000142,SG,SG_BANK,2025-09-18 00:00:00,2025-09-21,2025-08,66.24,2207.97,1026.81,online_banking,mobile_app,paid_partial,0,0.0,PREF000000002043,2025-09-18 00:00:00
PAY_00002043,ACC_0000171,CUST_000142,SG,SG_BANK,2025-10-22 00:00:00,2025-10-21,2025-09,50.0,1289.18,50.0,cheque,internet_banking,overdue,1,25.0,PREF000000002044,2025-10-22 00:00:00
PAY_00002044,ACC_0000171,CUST_000142,SG,SG_BANK,2025-11-19 00:00:00,2025-11-21,2025-10,65.27,2175.74,2175.74,cheque,internet_banking,paid_full,0,0.0,PREF000000002045,2025-11-19 00:00:00
PAY_00002045,ACC_0000171,CUST_000142,SG,SG_BANK,2025-12-14 00:00:00,2025-12-21,2025-11,50.0,1125.86,996.46,bank_transfer,atm,paid_partial,0,0.0,PREF000000002046,2025-12-14 00:00:00
PAY_00002046,ACC_0000171,CUST_000142,SG,SG_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,50.0,869.12,869.12,cheque,atm,paid_full,0,0.0,PREF000000002047,2025-12-28 00:00:00
PAY_00002047,ACC_0000172,CUST_000143,SG,SG_BANK,2025-02-17 00:00:00,2025-02-21,2025-01,381.32,12710.51,12710.51,online_banking,internet_banking,paid_full,0,0.0,PREF000000002048,2025-02-17 00:00:00
PAY_00002048,ACC_0000172,CUST_000143,SG,SG_BANK,2025-03-14 00:00:00,2025-03-21,2025-02,87.05,2901.72,2901.72,online_banking,internet_banking,paid_full,0,0.0,PREF000000002049,2025-03-14 00:00:00
PAY_00002049,ACC_0000172,CUST_000143,SG,SG_BANK,2025-04-12 00:00:00,2025-04-21,2025-03,99.43,3314.3,3314.3,bank_transfer,internet_banking,paid_full,0,0.0,PREF000000002050,2025-04-12 00:00:00
PAY_00002050,ACC_0000172,CUST_000143,SG,SG_BANK,2025-06-15 00:00:00,2025-05-21,2025-04,59.73,1990.92,59.73,giro,mobile_app,overdue,25,25.0,PREF000000002051,2025-06-15 00:00:00
PAY_00002051,ACC_0000172,CUST_000143,SG,SG_BANK,2025-06-14 00:00:00,2025-06-21,2025-05,156.49,5216.48,5216.48,cheque,atm,paid_full,0,0.0,PREF000000002052,2025-06-14 00:00:00
PAY_00002052,ACC_0000172,CUST_000143,SG,SG_BANK,2025-07-20 00:00:00,2025-07-21,2025-06,68.24,2274.79,1573.42,bank_transfer,branch,paid_partial,0,0.0,PREF000000002053,2025-07-20 00:00:00
PAY_00002053,ACC_0000172,CUST_000143,SG,SG_BANK,2025-08-14 00:00:00,2025-08-21,2025-07,117.75,3925.12,1897.86,online_banking,mobile_app,paid_partial,0,0.0,PREF000000002054,2025-08-14 00:00:00
PAY_00002054,ACC_0000172,CUST_000143,SG,SG_BANK,2025-09-20 00:00:00,2025-09-21,2025-08,133.08,4436.14,133.08,cheque,mobile_app,paid_minimum,0,0.0,PREF000000002055,2025-09-20 00:00:00
PAY_00002055,ACC_0000172,CUST_000143,SG,SG_BANK,2025-10-15 00:00:00,2025-10-21,2025-09,190.12,6337.22,6337.22,giro,atm,paid_full,0,0.0,PREF000000002056,2025-10-15 00:00:00
PAY_00002056,ACC_0000172,CUST_000143,SG,SG_BANK,2025-11-20 00:00:00,2025-11-21,2025-10,74.04,2467.92,2467.92,cheque,branch,paid_full,0,0.0,PREF000000002057,2025-11-20 00:00:00
PAY_00002057,ACC_0000172,CUST_000143,SG,SG_BANK,2025-12-16 00:00:00,2025-12-21,2025-11,117.89,3929.73,3929.73,giro,atm,paid_full,0,0.0,PREF000000002058,2025-12-16 00:00:00
PAY_00002058,ACC_0000172,CUST_000143,SG,SG_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,50.0,1460.88,1460.88,online_banking,branch,paid_full,0,0.0,PREF000000002059,2025-12-28 00:00:00
PAY_00002059,ACC_0000173,CUST_000144,SG,SG_BANK,2025-02-21 00:00:00,2025-02-21,2025-01,1447.31,48243.51,1447.31,bank_transfer,atm,paid_minimum,0,0.0,PREF000000002060,2025-02-21 00:00:00
PAY_00002060,ACC_0000173,CUST_000144,SG,SG_BANK,2025-03-18 00:00:00,2025-03-21,2025-02,1510.24,50341.47,50341.47,cheque,atm,paid_full,0,0.0,PREF000000002061,2025-03-18 00:00:00
PAY_00002061,ACC_0000173,CUST_000144,SG,SG_BANK,2025-05-26 00:00:00,2025-04-21,2025-03,50.0,888.4,50.0,cheque,mobile_app,overdue,35,25.0,PREF000000002062,2025-05-26 00:00:00
PAY_00002062,ACC_0000173,CUST_000144,SG,SG_BANK,2025-05-18 00:00:00,2025-05-21,2025-04,79.1,2636.73,1469.22,cheque,atm,paid_partial,0,0.0,PREF000000002063,2025-05-18 00:00:00
